place_id,business_name,rating,reviews,category,doJOZc,address,W4Efsd (4),W4Efsd (5),W4Efsd (6),W4Efsd (7),whatsapp_number,Cw1rxd,R8c4Qb,ah5Ghc,M4A5Cf,ah5Ghc (2),website,Cw1rxd (2),R8c4Qb (2),Jn12ke src,ah5Ghc (3),e4rVHe,email
https://www.google.com/maps/place/Agaya+Holdings+%28Private%29+Limited/data=!4m7!3m6!1s0x3ae25a678f290b53:0xd162866f05fb1af8!8m2!3d6.8656352!4d79.8972765!16s%2Fg%2F12cp2z6m7!19sChIJUwspj2da4joR-Br7BW-GYtE?authuser=0&hl=en&rclk=1,Agaya Holdings (Private) Limited,4.8,(17),Business management consultant,,"125/2 3rd Lane, Subadrarama Road",Closed,· Opens 9 AM,·,,0112 829 014,,Website,,,,https://www.agaya.lk/,,Directions,,,,info@agaya.lk
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Apex+Business+Consultants/data=!4m7!3m6!1s0x3ae257c2b0d2c849:0xd7b796c38a2a21fe!8m2!3d6.8234186!4d79.9024367!16s%2Fg%2F11lkk15tyl!19sChIJScjSsMJX4joR_iEqisOWt9c?authuser=0&hl=en&rclk=1,Apex Business Consultants,5.0,(18),Business management consultant,,"No.39, 4/A/3 Gangarama Rd",Closed,· Opens 8:30 AM,·,,076 977 4949,,Website,"""Highly recommended for anyone looking to set up their",,business,http://apexc.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"properly!""",,
https://www.google.com/maps/place/Dil+Consultancy+PVT+LTD/data=!4m7!3m6!1s0x3ae25b879449819f:0x62859386f0009467!8m2!3d6.8496053!4d79.9016689!16s%2Fg%2F11sh21hmhr!19sChIJn4FJlIdb4joRZ5QA8IaThWI?authuser=0&hl=en&rclk=1,Dil Consultancy PVT LTD,5.0,(1),Business management consultant,,126/1 Campus Rd,Closed,· Opens 9 AM,·,,072 222 2253,,Website,,,,https://www.linkedin.com/in/dilhanake/,,Directions,,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Multi+Tech+Solutions/data=!4m7!3m6!1s0x3ae25a49cd552911:0x2ed764dc146d010!8m2!3d6.8598774!4d79.9083698!16s%2Fg%2F11b6j48sbr!19sChIJESlVzUla4joRENBGwU127QI?authuser=0&hl=en&rclk=1,Multi Tech Solutions,4.8,(13),Business management consultant,,No. 7/8 Wijerama Ln,Closed,· Opens 8 AM,·,,0117 139 880,,Website,,,,http://mts.lk/,,Directions,,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Nexgen+IT+solutions/data=!4m7!3m6!1s0x3ae24541ec3b4afd:0xa5ae6c058c303577!8m2!3d6.8407393!4d79.9014244!16s%2Fg%2F11c6z11d00!19sChIJ_Uo77EFF4joRdzUwjAVsrqU?authuser=0&hl=en&rclk=1,Nexgen IT solutions,4.7,(36),Software company,,"225, 1 Dehiwala Rd",Closed,· Opens 8:30 AM,·,,071 709 0009,,Website,,,,https://nxgni.com/,,Directions,,,,
https://www.google.com/maps/place/Hydro+Power+International+Private+Limited/data=!4m7!3m6!1s0x3ae25a8e5433216b:0xfb0f1e8fae02507f!8m2!3d6.8489818!4d79.9049827!16s%2Fg%2F11bwqlhfks!19sChIJayEzVI5a4joRf1ACro8eD_s?authuser=0&hl=en&rclk=1,Hydro Power International Private Limited,4.9,(12),Power plant consultant,,·,Closed,· Opens 9 AM,RWX3+HXX,·,0115 235 255,,Website,,,,http://www.hpi.lk/,,Directions,,,,
https://www.google.com/maps/place/Neptune+Engineering+Services+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae25be8976f4fb7:0x5fb8f778d8e0552d!8m2!3d6.8490074!4d79.9028441!16s%2Fg%2F11sbq8_kt7!19sChIJt09vl-hb4joRLVXg2Hj3uF8?authuser=0&hl=en&rclk=1,Neptune Engineering Services (Pvt) Ltd,,,Engineering consultant,,14 Temples Rd,Closed,· Opens 9 AM,,,,,Website,On-site services,,,https://neptuneengsl.com/,,Directions,,,No reviews,info@neptuneengsl.com
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Moorland/data=!4m7!3m6!1s0x3ae25152a55dfb8d:0xc00c5bfb4a8acc0a!8m2!3d6.8495287!4d79.9264075!16s%2Fg%2F11p4dpj5zz!19sChIJjftdpVJR4joRCsyKSvtbDMA?authuser=0&hl=en&rclk=1,Moorland,4.8,(8),Business management consultant,,2nd Ln,Closed,· Opens 10 AM,·,,070 469 8535,,Website,"""Excellent consultancy service provide for projects.""",,,http://www.moorland.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Magamage+%26+Company/data=!4m7!3m6!1s0x3ae25b8133932a45:0xa28ded62ac9bb470!8m2!3d6.8639211!4d79.8955255!16s%2Fg%2F11h_vvp2y7!19sChIJRSqTM4Fb4joRcLSbrGLtjaI?authuser=0&hl=en&rclk=1,Magamage & Company,5.0,(1),Chartered accountant,,32 Pepiliyana Rd,Closed,· Opens 8 AM,·,,071 680 2163,,Website,,,,https://www.magamage.com/,,Directions,,,,
https://www.google.com/maps/place/Uni+Tec+Lanka+Engineering+Co.+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae25af60d84c85f:0xb99caaf70300518f!8m2!3d6.8556257!4d79.8906434!16s%2Fg%2F11bw20n6sz!19sChIJX8iEDfZa4joRj1EAA_eqnLk?authuser=0&hl=en&rclk=1,Uni Tec Lanka Engineering Co. (Pvt) Ltd,4.4,(5),Construction company,,"409, Colombo Road, Pepiliyana Rd",Closed,· Opens 8 AM,·,,0112 826 187,,Website,,,,http://www.uniteclanka.lk/,,Directions,,,,info@uniteclanka.lk
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Stalione+Lanka/data=!4m7!3m6!1s0x3ae25be1112c6ae7:0xfd05e11945166c75!8m2!3d6.8843604!4d79.9018081!16s%2Fg%2F11p0b9gy45!19sChIJ52osEeFb4joRdWwWRRnhBf0?authuser=0&hl=en&rclk=1,Stalione Lanka,4.9,(150),Business management consultant,,463 3|1 Kotte Rd,Closed,· Opens 8:30 AM,·,,0112 714 954,,Website,"""Outstanding Service & Results – Highly Recommended!""",,,https://stalionelanka.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Garudan+%28pvt%29+ltd/data=!4m7!3m6!1s0x3ae25bc9e42f58b9:0xab5e07172274b7cd!8m2!3d6.8311835!4d79.8677164!16s%2Fg%2F11twm_m7cr!19sChIJuVgv5Mlb4joRzbd0IhcHXqs?authuser=0&hl=en&rclk=1,Garudan (pvt) ltd,4.5,(55),Import export company,,13 Galle Rd,Open 24 hours,,·,,077 444 5909,,Website,"""They had the best value with a top quality product.""",,,http://www.garudan.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Sanik+Weighing+Systems+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae25a90ce00b63b:0x7a42b82bce85b99!8m2!3d6.8416965!4d79.9051238!16s%2Fg%2F11fr3l85mg!19sChIJO7YAzpBa4joRmVvovIIrpAc?authuser=0&hl=en&rclk=1,Sanik Weighing Systems (Pvt) Ltd,5.0,(16),Scale supplier,,"Near samanala electricals, 125 Lake Rd",Closed,· Opens 8:30 AM,·,,077 993 9155,,Website,"""Goood and fast service.""",,,https://www.facebook.com/profile.php?id=100069611673213&mibextid=ZbWKwL,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Priyosh+%26+Company/data=!4m7!3m6!1s0x3ae25b1ee605eafb:0xa2af62c48ce37a5d!8m2!3d6.8234513!4d79.9024415!16s%2Fg%2F11qt2l6z4w!19sChIJ--oF5h5b4joRXXrjjMRir6I?authuser=0&hl=en&rclk=1,Priyosh & Company,5.0,(38),Auditor,,"No.39/4/A/3, Gangarama Road,Werahera,Boralesgamuwa",Closed,· Opens 8:30 AM,·,,076 328 6699,,Website,"""Highly recommended for anyone looking for trustworthy accounting support.""",,,https://priyoshpartners.lk/#,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/EDU+CATALYST+Visa+Consultancy/data=!4m7!3m6!1s0x52c63bb16baa579:0x7f3b0d192f476d66!8m2!3d6.8517842!4d79.9202653!16s%2Fg%2F11vplxpxm0!19sChIJeaW6FrtjLAURZm1HLxkNO38?authuser=0&hl=en&rclk=1,EDU CATALYST Visa Consultancy,5.0,(21),Educational consultant,,"LAKSIRI"" Building, Second Floor, 232 High Level Rd",Closed,· Opens 9:30 AM,·,,077 375 1753,,Website,"""They provided prompt and reliable service.highly recommended.""",,,https://www.facebook.com/profile.php?id=61573619283530,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/JK+Power+engineering+solutions+%28Pvt%29ltd/data=!4m7!3m6!1s0x3ae25982de0a32a5:0xb0f8cf3a2e62ef1!8m2!3d6.846933!4d79.9049335!16s%2Fg%2F11p74rrvpk!19sChIJpTIK3oJZ4joR8S7movOMDws?authuser=0&hl=en&rclk=1,JK Power engineering solutions (Pvt)ltd,,,Engineering consultant,,G H Perera Mawatha,Closed,· Opens 9 AM,·,,077 733 6712,,Website,,,,http://www.jkpwerengneering.com/,,Directions,,,No reviews,
https://www.google.com/maps/place/Ananda+Sirisena+%26+Company+%28Private%29+Limited/data=!4m7!3m6!1s0x3ae2599dcab48913:0xb6bc4349cee083ce!8m2!3d6.9135036!4d79.8771312!16s%2Fg%2F1tkks91_!19sChIJE4m0yp1Z4joRzoPgzklDvLY?authuser=0&hl=en&rclk=1,Ananda Sirisena & Company (Private) Limited,5.0,(14),Consultant,,"70/2/3B, YMBA Building 2nd Floor Rt. Hon, D. S. Senanayake Mawatha",Open 24 hours,,·,,077 323 1189,,Website,"""It was absolutely feasible to work with them.""",,,http://anandasirisena.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,contactus@anandasirisena.lk
https://www.google.com/maps/place/Touch+Solution+Systems+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25a87c51de14b:0x2ca01d5910b6821c!8m2!3d6.8625863!4d79.9020609!16s%2Fg%2F11c2l9d5my!19sChIJS-EdxYda4joRHIK2EFkdoCw?authuser=0&hl=en&rclk=1,Touch Solution Systems (Pvt) Ltd.,4.7,(20),Computer consultant,,·,Closed,· Opens 9 AM,464 High Level Rd,·,075 976 6766,,Website,"""High quality service!""",,,http://www.tssit.net/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,naveen@tssit.net
https://www.google.com/maps/place/Emil+Realtors+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x4d110bfc24aaac63:0xdbdfc916440cfc9a!8m2!3d6.856413!4d79.9068667!16s%2Fg%2F11t3kpw24d!19sChIJY6yqJPwLEU0RmvwMRBbJ39s?authuser=0&hl=en&rclk=1,Emil Realtors (Pvt) Ltd,4.9,(44),Real estate consultant,,33 Sri Soratha Mawatha,Closed,· Opens 7:30 AM,·,,077 916 2684,,Website,"""I would recommend your services to anyone without hesitation.""",,,https://emilrealtors.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/K+%26+K+Legal/data=!4m7!3m6!1s0x3ae259f0a4773c75:0x367e2ee29bf9559a!8m2!3d6.8647931!4d79.8965421!16s%2Fg%2F11vj3gqfsr!19sChIJdTx3pPBZ4joRmlX5m-IufjY?authuser=0&hl=en&rclk=1,K & K Legal,4.9,(13),Legal services,,9 Pepiliyana Rd,Closed,· Opens 8 AM,·,,076 938 9904,,Website,"""Their fees are very transparent and no hidden fees.""",,,https://kaluthanthrilegal.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/NYX+Corporate+Solutions+-+Tax+%26+Accounting+Services/data=!4m7!3m6!1s0x3ae251f1eb423d05:0xf40e6e19cfc250fa!8m2!3d6.8543631!4d79.9145462!16s%2Fg%2F11whpg_14y!19sChIJBT1C6_FR4joR-lDCzxluDvQ?authuser=0&hl=en&rclk=1,NYX Corporate Solutions - Tax & Accounting Services,,,Business management consultant,,"360, 1 High Level Rd",Closed,· Opens 9 AM,·,,077 712 8083,,Website,Online appointments,,,https://nyxcorporate.com/,,Directions,,,No reviews,
"https://www.google.com/maps/place/National+Cleaner+Production+Centre,+Sri+Lanka/data=!4m7!3m6!1s0x3ae25a40bb5425f7:0xff86c80d8a2ee9ef!8m2!3d6.868737!4d79.8883764!16s%2Fg%2F11b6nm4_ww!19sChIJ9yVUu0Ba4joR7-kuig3Ihv8?authuser=0&hl=en&rclk=1","National Cleaner Production Centre, Sri Lanka",4.6,(38),Non-profit organization,,14A Nalandarama Rd,Closed,· Opens 8:30 AM,·,,0112 822 272,,Website,,,,http://www.ncpcsrilanka.org/,,Directions,,,,info@ncpcsrilanka.org
https://www.google.com/maps/place/Levant+Business+Experts+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae25baeb8a5f253:0x29900e92f1e715ff!8m2!3d6.8731718!4d79.866797!16s%2Fg%2F11lkx_rykt!19sChIJU_KluK5b4joR_xXn8ZIOkCk?authuser=0&hl=en&rclk=1,Levant Business Experts (Pvt) Ltd,5.0,(18),Consultant,,"No. 93, 1/1 Hampden Ln",Closed,· Opens 8:30 AM,·,,074 108 1784,,Website,,,,http://www.levantbizexperts.com/,,Directions,,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/BizBooks+Global+%2F+K.P.V.+Associates/data=!4m7!3m6!1s0x3ae251ad1bd67b85:0xbaf360d87f28f96e!8m2!3d6.8401747!4d79.920524!16s%2Fg%2F11h2mqs13h!19sChIJhXvWG61R4joRbvkof9hg87o?authuser=0&hl=en&rclk=1,BizBooks Global / K.P.V. Associates,5.0,(6),Chartered accountant,,"24/15 ,Third Lane, Off Cancer Hospital Rd",Closed,· Opens 9 AM,·,,076 395 8007,,Website,"""They provided a fair quote upfront and delivered exactly as promised.""",,,https://bizbooksglobal.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Pride+Consultation+Center+%28Pvt%29+Ltd/data=!4m7!3m6!1s0xfe6784c9a81ecbb:0xb0e0f6e9c6811fba!8m2!3d6.8630162!4d79.9305945!16s%2Fg%2F11vyp4ml37!19sChIJu-yBmkx45g8Ruh-Bxun24LA?authuser=0&hl=en&rclk=1,Pride Consultation Center (Pvt) Ltd,5.0,(4),Consultant,,142/26 A Mihindu Mawatha,Closed,· Opens 9 AM,·,,077 369 5803,,Website,"""The team at Pride CC truly exceeded our expectations.""",,,https://www.prideconsultationcenter.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
