place_id,business_name,rating,reviews,address,whatsapp_number,website,email
https://www.google.com/maps/place/Fortude/data=!4m7!3m6!1s0x3ae2599d329e6923:0x9fa1c83006c07c94!8m2!3d6.9101682!4d79.8761714!16s%2Fg%2F11x9lrnwd!19sChIJI2meMp1Z4joRlHzABjDIoZ8?authuser=0&hl=en&rclk=1,Fortude,4.6,(174),146 Kynsey Rd,0114 531 531,https://fortude.co/,talk-to-us@fortude.co
https://www.google.com/maps/place/Creo+360+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae25bdae8b95aa3:0x28ca8bc343bb5b07!8m2!3d6.8814551!4d79.8738418!16s%2Fg%2F1w15xw73!19sChIJo1q56Npb4joRB1u7Q8OLyig?authuser=0&hl=en&rclk=1,Creo 360 (Pvt) Ltd,4.1,(28),"73, 7 Temple Rd",0112 514 565,http://creo360.com/,
"https://www.google.com/maps/place/Corewave+-+Mobile+App+Development+Company+in+Canada,+IOS+App+Development,+Android+App+Development,+App+Developers+in+Canada/data=!4m7!3m6!1s0x4235d804b7673fab:0x7b8d565608f8888!8m2!3d49.1651947!4d-122.8537188!16s%2Fg%2F11s7czfh83!19sChIJqz9ntwTYNUIRiIiPYGXVuAc?authuser=0&hl=en&rclk=1","Corewave - Mobile App Development Company in Canada, IOS App Development, Android App Development, App Developers in Canada",5.0,(1),13316 89a Ave,+1 778-251-4237,https://corewave.io/city/mobile-app-development-british-columbia,corporate@corewave.io
https://www.google.com/maps/place/IFS+R%26D+International+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae259bf149a1e53:0x170345dadd125017!8m2!3d6.9404176!4d79.8789035!16s%2Fg%2F11f3rstzdj!19sChIJUx6aFL9Z4joRF1AS3dpFAxc?authuser=0&hl=en&rclk=1,IFS R&D International (Pvt) Ltd,4.6,(719),·,0112 364 400,https://www.ifs.com/,
https://www.google.com/maps/place/Staffbase+Canada+Systems+Inc/data=!4m7!3m6!1s0x537df4a7983ed5b9:0xa0f96122a19360b1!8m2!3d49.8892328!4d-119.4942223!16s%2Fg%2F11c586k7sp!19sChIJudU-mKf0fVMRsWCToSJh-aA?authuser=0&hl=en&rclk=1,Staffbase Canada Systems Inc,5.0,(7),·,+1 778-738-0209,http://staffbase.com/,recruiting@staffbase.com
https://www.google.com/maps/place/Xiteb+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x10444f99f06db5db:0x6f8c16bf6659d315!8m2!3d6.8961591!4d79.8570551!16s%2Fg%2F1vq738ck!19sChIJ27Vt8JlPRBARFdNZZr8WjG8?authuser=0&hl=en&rclk=1,Xiteb (Pvt) Ltd,4.7,(229),·,0114 347 575,http://www.xiteb.com/,hello@xiteb.com
https://www.google.com/maps/place/Canada+Techs/data=!4m7!3m6!1s0x548435728cf323c3:0xec91f9500b8d2fae!8m2!3d50.8383146!4d-106.7027123!16s%2Fg%2F11h4tkw9xb!19sChIJwyPzjHI1hFQRri-NC1D5kew?authuser=0&hl=en&rclk=1,Canada Techs,5.0,(19),,+1 604-283-2226,https://canadatechs.ca/,
https://www.google.com/maps/place/Sonata+Software+North+America+Inc.+Canada+branch/data=!4m7!3m6!1s0x882b35007e882525:0x4261cf27bd6b7c85!8m2!3d43.6462013!4d-79.3824895!16s%2Fg%2F11vstwfjj7!19sChIJJSWIfgA1K4gRhXxrvSfPYUI?authuser=0&hl=en&rclk=1,Sonata Software North America Inc. Canada branch,,,·,,http://www.sonata-software.com/contact-us,info@sonata-software.com
https://www.google.com/maps/place/Pearson+Lanka/data=!4m7!3m6!1s0x3ae25854aba2e781:0xa4ea33109aa10bc9!8m2!3d6.8870462!4d79.8836205!16s%2Fg%2F1w9x_jns!19sChIJgeeiq1RY4joRyQuhmhAz6qQ?authuser=0&hl=en&rclk=1,Pearson Lanka,4.7,(170),·,0117 388 488,http://www.pearson.com/,
https://www.google.com/maps/place/Cambio+Software/data=!4m7!3m6!1s0x3ae259679b076c99:0x17314c8968461a5e!8m2!3d6.8981162!4d79.8559752!16s%2Fg%2F1tfkc_y9!19sChIJmWwHm2dZ4joRXhpGaIlMMRc?authuser=0&hl=en&rclk=1,Cambio Software,4.7,(220),524 R. A. De Mel Mawatha,0112 376 500,http://www.cambio.lk/,
https://www.google.com/maps/place/Lyans+Creative+International/data=!4m7!3m6!1s0x3ae25b050ebdbd4d:0xf53f75a82bd5c4ed!8m2!3d6.891624!4d79.8691796!16s%2Fg%2F11s8lr2w1q!19sChIJTb29DgVb4joR7cTVK6h1P_U?authuser=0&hl=en&rclk=1,Lyans Creative International,5.0,(4),"176/1 Thimbirigasyaya Rd, 5th Floor",0112 370 735,https://lyanscreative.com/,info@lyanscreative.com
https://www.google.com/maps/place/UX+designer+Toronto/data=!4m7!3m6!1s0x3ae25bb1ab1be819:0x7caf2d57a36c3933!8m2!3d43.7182412!4d-79.3780581!16s%2Fg%2F11bxb6030h!19sChIJGegbq7Fb4joRMzlso1ctr3w?authuser=0&hl=en&rclk=1,UX designer Toronto,4.5,(2),,+1 437-450-8131,http://uxmagician.com/,
https://www.google.com/maps/place/Sysco+LABS+Sri+Lanka/data=!4m7!3m6!1s0x3ae25969c03718f1:0xab8007b84551875f!8m2!3d6.9128046!4d79.8533418!16s%2Fg%2F11dylxs048!19sChIJ8Rg3wGlZ4joRX4dRRbgHgKs?authuser=0&hl=en&rclk=1,Sysco LABS Sri Lanka,4.7,(319),·,0112 024 500,http://syscolabs.lk/,
https://www.google.com/maps/place/Kaytech+Software+Canada+Inc/data=!4m7!3m6!1s0x882b8b0049706c69:0x73cb5f6314d3490e!8m2!3d43.4076499!4d-80.39753!16s%2Fg%2F11kq2ly3mb!19sChIJaWxwSQCLK4gRDknTFGNfy3M?authuser=0&hl=en&rclk=1,Kaytech Software Canada Inc,,,4341 King St E #4,,https://kaytechsoft.ca/,
https://www.google.com/maps/place/Canada+Computing/data=!4m7!3m6!1s0x52ea758d7ece13c9:0xaa471799f18af0c5!8m2!3d49.8896278!4d-97.1440715!16s%2Fg%2F1hm3pc7yj!19sChIJyRPOfo116lIRxfCK8ZkXR6o?authuser=0&hl=en&rclk=1,Canada Computing,4.7,(26),·,+1 204-289-3036,https://www.canadacomputing.ca/,
https://www.google.com/maps/place/Canadian+Softwares+-+Web+%26+Mobile+App+Development+Company/data=!4m7!3m6!1s0x882b2fc972a819b9:0x20ac6813e6cb5783!8m2!3d43.7737231!4d-79.5225366!16s%2Fg%2F11w2zt4w1q!19sChIJuRmocskvK4gRg1fL5hNorCA?authuser=0&hl=en&rclk=1,Canadian Softwares - Web & Mobile App Development Company,,,5000 Jane St,+1 437-255-2699,,
