place_id,business_name,address,phone_raw,whatsapp_number,email,website,rating,review_count,category,lead_quality,scraped_date
ChIJR9B65k9Z4joRsXoRZvapipU,Breathe Day Spa,"16, 14 Albert Cres, Colombo 00700, Sri Lanka",077 244 4888,7724448880,shout@breathe-spa.com,http://www.breathe-spa.com/,4.7,301,LOCAL_BUSINESS,HOT,2025-09-29 02:12:10
ChIJ0byDWt5Z4joRQ5V7wYDHxQk,Bristol Institute of Business Management,"07 Walukarama Rd, Colombo 00300, Sri Lanka",077 755 2266,7775522660,info@bristolinstitute.edu.lk,http://bristolinstitute.edu.lk/,4.5,144,OTHER,HOT,2025-09-29 02:14:20
ChIJS4pKADVZ4joRPGePaQQK-Q0,CB LAW CHAMBERS,"30, 24A Longdon Pl, Colombo 00700, Sri Lanka",077 227 0261,7722702610,cblawchambers1@gmail.com,https://cblawchambers.com/,5.0,50,HIGH_VALUE,HOT,2025-09-29 02:08:19
ChIJD3OvYzdZ4joRdhfjABNie8E,Cambridge College of Business and Management,"13 De Fonseka Pl, Colombo 00400, Sri Lanka",077 055 0033,7705500330,,http://ccbm.lk/,4.9,691,OTHER,HOT,2025-09-29 02:14:02
ChIJdZcR6tZZ4joRt-ZDgLyuT1k,Ceylon Curry Club,"WRMV+CC2 Dutch Hospital Shopping Precinct, No. 2 Hospital St, Colombo 00100, Sri Lanka",077 339 3391,7733933910,,http://ceyloncurryclub.com/,4.5,1288,LOCAL_BUSINESS,HOT,2025-09-29 02:11:28
ChIJ7SmZAYVb4joRlT0XTiJM8tQ,Ceylon Strategic Research Institute,"3b, 1/4 Sri Sambuddhathva Jayanthi Mawatha, Colombo 00500, Sri Lanka",070 250 6000,7025060000,,http://www.csri.lk/,4.6,112,OTHER,HOT,2025-09-29 02:14:35
ChIJdfY0qlVY4joRFIzWNg_CRow,Clover Partners,"No 32 Siripa Rd, Colombo 00500, Sri Lanka",077 344 2745,7734427450,,https://cloverpartners.lk/,4.2,5,HIGH_VALUE,HOT,2025-09-29 02:08:47
ChIJh66BlIdR4joRJTs2CD6dDP4,Colombo Ambulance - Ronim ambulance service,"293 Thalapathpitiya Rd, Nugegoda, Sri Lanka",070 205 5055,7020550550,,https://ronimambulance.lk/,5.0,60,OTHER,HOT,2025-09-29 02:14:59
ChIJKQh_5Otb4joRIi6Sl1LpaqM,Colombo Asian Trading Company (Pvt) Ltd,"No.249, 1/1 Hospital Rd, Dehiwala-Mount Lavinia 10350, Sri Lanka",076 091 9120,7609191200,,,4.4,10,OTHER,WARM,2025-09-29 02:15:23
ChIJ803yNqLFNY0R5NyL-MFJ52o,Colombo Breakdown Services & Mobile Mechanic,"243 Sri Vajiragnana Mawatha, Colombo 00900, Sri Lanka",077 318 6086,7731860860,,,5.0,17,LOCAL_BUSINESS,HOT,2025-09-29 02:13:38
ChIJseUqHGtZ4joRgteF9GKSLoc,Colombo City Centre Mall and Residences,"137 Sir James Pieris Mawatha, Colombo 00200, Sri Lanka",070 251 4811,7025148110,,http://www.colombocitycentre.lk/,4.4,2421,LOCAL_BUSINESS,HOT,2025-09-29 02:13:10
ChIJ_dvPwJpb4joR4bykaLbLpLE,Colombo Cleaning Service (C.C.S),"Kohuwala Dutugemunu Sri sumithradevi road Odel building 6th floor, Colombo 10250, Sri Lanka",076 020 2423,7602024230,colombo12.cleaning.service@gmail.com,https://colombo12cleanings.wixsite.com/colombocleaningser-3,4.2,96,OTHER,HOT,2025-09-29 02:15:05
ChIJX9r9eHlb4joRfbdhmYxunvU,Colombo Mail - Super Save Lanka (Pvt) Ltd,"04 Council Ave, Dehiwala-Mount Lavinia 10350, Sri Lanka",075 519 2192,7551921920,,http://www.colombomail.lk/,3.7,89,OTHER,WARM,2025-09-29 02:15:02
ChIJvaU6ikpb4joRKcZhm3GOeC0,Colombo Taxi,"483, 17B Kirimandala Mawatha, Colombo 00500, Sri Lanka",077 448 0323,7744803230,,http://colombotaxicabs.com/,3.9,14,OTHER,WARM,2025-09-29 02:14:52
ChIJxfAXnXlZ4joRds66FCrMesc,Colombo burner's gas cooker repair and service,"204/2 St antonys rd, Colombo 00300, Sri Lanka",072 861 1976,7286119760,,,4.7,42,LOCAL_BUSINESS,HOT,2025-09-29 02:14:01
ChIJ2Y2GHgBb4joRG5oI224nD68,Colombo drivers service,"VW37+X9F, Maharagama 10280, Sri Lanka",077 727 5330,7772753300,,,5.0,12,OTHER,WARM,2025-09-29 02:14:53
ChIJ05qLDlBa4joR65js6VoXhBk,Cosmetic Dental Care International,"8 St Joseph's Rd, Nugegoda 10250, Sri Lanka",077 780 1298,7778012980,info@cosmeticdentalcareinternational.com,https://www.cosmeticdentalcareinternational.com/,4.9,639,HIGH_VALUE,HOT,2025-09-29 02:10:16
ChIJaWB8tjBZ4joR-LBewBqxg6E,Cuisine Colombo - Gregory's Road,"51 R.G. Senanayake Mawatha, Colombo 00700, Sri Lanka",070 700 7777,7070077770,info@cuisinecolombo.lk,http://www.cuisinecolombo.lk/,4.7,834,LOCAL_BUSINESS,HOT,2025-09-29 02:11:04
ChIJMSKlWLVb4joR_UFJf54d3x4,Culture Colombo,"25 Kensington Garden, Colombo 00400, Sri Lanka",077 442 2448,7744224480,reservations@culturecolombo.lk,https://culturecolombo.lk/,4.5,1979,LOCAL_BUSINESS,HOT,2025-09-29 02:10:56
ChIJU0pnhLte4U8R0PhZNb040h0,D & N Partners,"No. 426/16, 1 Field Ave, Nugegoda 10250, Sri Lanka",077 667 6554,7766765540,,,5.0,79,HIGH_VALUE,HOT,2025-09-29 02:08:24
ChIJ2x195FJZ4joRccoVolh_GLs,Danthaja Premium Dental Chambers,"Galle Face Mall L5-28 1A, Central Road, Colombo 00200, Sri Lanka",070 299 9666,7029996660,,https://danthajadentalchambers.com/,5.0,439,HIGH_VALUE,HOT,2025-09-29 02:09:58
ChIJa5VGRA5Z4joR9wdzsy-naDQ,Deen & Company Chartered Accountants,"Ven Baddegama Wimalawansa Mawatha, Colombo 01000, Sri Lanka",077 229 0651,7722906510,,,4.8,12,HIGH_VALUE,HOT,2025-09-29 02:08:59
ChIJEdqn2ctb4joRfNEBB74pO5g,Dental Square - Best Dental Clinic in Sri Lanka,"33 Peterson Ln, Colombo 00600, Sri Lanka",077 777 9437,7777794370,dentalsqaurecolombo@gmail.com,https://dentalsquare.lk/,4.8,94,HIGH_VALUE,HOT,2025-09-29 02:10:08
ChIJ3VQrwT1Z4joRPJJiRvf1wmE,Dickson Fitness Center,"00200, Malay St, Colombo 00200, Sri Lanka",078 527 2337,7852723370,,,4.5,57,LOCAL_BUSINESS,HOT,2025-09-29 02:13:03
ChIJQZkNAVVZ4joRC-cOSswxtY8,Digital Nomad Ventures Pvt Ltd | SEO | Digital Marketing Agency,"Railway Ground, Baseline Rd, Colombo 00900, Sri Lanka",077 569 6867,7756968670,krish@digitalnomadventures.com,https://digitalnomadventures.com/,5.0,49,HIGH_VALUE,HOT,2025-09-29 02:07:47
ChIJp98zkMZZ4joRddDtfGw_xfM,Doctor Performance (DRP) - Gym / Fitness Studio,"74 Rosmead Pl, Colombo 00700, Sri Lanka",077 712 7861,7771278610,user@domain.com,https://www.doctorperformance.co.uk/,5.0,41,LOCAL_BUSINESS,HOT,2025-09-29 02:12:51
ChIJtRmnJi1Z4joRQokpgW4AYg0,DoctorGSM Repair Service,"No:160/1/F Main St, Colombo 01100, Sri Lanka",077 727 1407,7772714070,,,4.6,170,LOCAL_BUSINESS,HOT,2025-09-29 02:14:00
ChIJ42jwpaVb4joRoj6psg0z2wE,DropZone – Drink and Drive Service Colombo,"Y.M.B.A 70 D. S. Senanayake Mawatha, Colombo 00800, Sri Lanka",076 691 6605,7669166050,dropzonepartners@gmail.com,https://drop-zone-ws6r.b12sites.com/index#home,5.0,67,OTHER,HOT,2025-09-29 02:14:52
ChIJBdKc47hZ4joRCt1dxxkTOgo,EKARATNE ASSOCIATES,"905, Level 9, Shangri-La, Colombo 00200, Sri Lanka",077 301 1488,7730114880,info@ekaratneassociates.com,http://www.ekaratneassociates.com/,5.0,11,OTHER,HOT,2025-09-29 02:08:30
ChIJj6Cl8q5b4joRdq-WfgHbHq8,Echt Social,"4th Ln, Colombo 10100, Sri Lanka",077 566 2162,7756621620,dd@echtsocial.com,http://www.echtsocial.com/,4.8,21,OTHER,HOT,2025-09-29 02:07:50
ChIJxXpVLntZ4joRbgsQ9uGgQeU,Fitness Connection,"129 Philip Gunewardena Mawatha, Colombo 00700, Sri Lanka",077 283 9119,7728391190,Asset-2@300x.png,https://fitnessconnection.lk/,4.5,72,LOCAL_BUSINESS,HOT,2025-09-29 02:12:52
ChIJdxGdEQ1Z4joRM3WnXT7FUBE,Fitness Kingdom - Bookers gym,"10 Hedges Ct, Colombo 01000, Bookers Hall, Second Floor, Colombo 10, Sri Lanka",077 731 9405,7773194050,info@fitnesskingdom.lk,http://fitnesskingdom.lk/,4.6,79,LOCAL_BUSINESS,HOT,2025-09-29 02:12:54
ChIJL6vJochb4joR4do-xfUuJp0,Fitness Plus Gyms Nawala,"281 Nawala Rd, Sri Jayawardenepura Kotte 00500, Sri Lanka",077 723 2425,7772324250,Info@fitnessplus.lk,https://fitnessplus.lk/,5.0,7,LOCAL_BUSINESS,HOT,2025-09-29 02:13:03
ChIJhW4UQJBZ4joRydLsKWmiEPA,GRIT Sports & Fitness,"623/24, Rajagiriya Udyanaya, Kotte, Colombo, Sri Lanka",071 017 5308,7101753080,,,4.7,50,LOCAL_BUSINESS,HOT,2025-09-29 02:12:55
ChIJxbzVXxxZ4joRZWoBFS9teLM,Gangatharan Associates Law Firm | Lawyers & Advocates | Attorney-at-law & Notary public,"361 Dam St, Colombo 01200, Sri Lanka",077 304 5940,7730459400,,https://www.facebook.com/ColomboLawyer/,3.8,24,HIGH_VALUE,HOT,2025-09-29 02:08:31
ChIJMQAenj5a4joRfAR8Yw3shiI,Garton's Ark Restaurant,"9/47 6th Lane, Pagoda Rd, Nugegoda 10250, Sri Lanka",076 800 0600,7680006000,,,4.2,978,LOCAL_BUSINESS,HOT,2025-09-29 02:11:28
ChIJp1o-RpJZ4joRT-zSK0aWJoI,Goal's Gym Rajagiriya,"27 Rajagiriya Rd, Colombo 10107, Sri Lanka",076 345 4848,7634548480,,,4.9,508,LOCAL_BUSINESS,HOT,2025-09-29 02:12:57
ChIJHfJwVwBZ4joRgX5oEcQga_I,Happy Smiles Dental,"39 Bagatalle Rd, Colombo 00300, Sri Lanka",077 754 7096,7775470960,support@domain.com,http://www.happysmiles.lk/,5.0,49,HIGH_VALUE,HOT,2025-09-29 02:09:47
ChIJS-KwP5tZ4joRARTc8nXz0lo,Headquarters by W15,"9th floor, HQ Colombo, 464 T. B. Jayah Mawatha, Colombo 01000, Sri Lanka",077 945 7660,7794576600,info@w15.lk,https://headquarters.w15.lk/,4.5,1356,LOCAL_BUSINESS,HOT,2025-09-29 02:11:18
ChIJA_79j-RY4joR5WVp5MWw_w8,IT MARTX (PVT) LTD,"4th Floor, 200 George R. De Silva Mawatha, Colombo 00130, Sri Lanka",070 144 9779,7014497790,info@itmartx.com,https://www.itmartx.com/,4.9,66,LOCAL_BUSINESS,HOT,2025-09-29 02:10:30
ChIJv3hW5btp4zoR_Aqby-qBR-8,Industrial Electronic Repairs & Engineering Solutions PVT LTD,"Buthgamuwa Rd, Colombo 10600, Sri Lanka",077 027 9353,7702793530,jcbtronix@gmail.com,http://www.iereng.com/,4.9,68,HIGH_VALUE,HOT,2025-09-29 02:13:57
ChIJzaVrC31b4joRlwMsPj-WBtc,"J.S TV, LED,LCD repairing","VV7C+22C, Colombo 10350, Sri Lanka",075 230 2625,7523026250,,,4.9,59,LOCAL_BUSINESS,HOT,2025-09-29 02:13:49
ChIJaYkNbmFZ4joRetTlHv7bC6k,Jasmin Media,"61 Ananda Coomaraswamy Mawatha, Colombo 00300, Sri Lanka",077 215 0505,7721505050,,https://jasmin-media.com/,4.7,26,OTHER,HOT,2025-09-29 02:08:04
ChIJk6clqpZZ4joR8Rf2Ian6JF0,KNJ Associates,"World Trade Center, Bank of Ceylon Mawatha, Colombo 00100, Sri Lanka",077 791 5433,7779154330,info@mysite.com,http://knjassociatessl.com/,5.0,10,OTHER,HOT,2025-09-29 02:08:26
ChIJ4YaXvZYxToURpVFcV8ELfRw,Kashi Wellness Retreat,"73 Isipathana Mawatha, Colombo 05000, Sri Lanka",076 139 0204,7613902040,,http://www.kashiwellness.lk/,4.6,172,LOCAL_BUSINESS,HOT,2025-09-29 02:12:20
ChIJvyakx11X4joRt7_JEOhOL2Q,"Kelum K. Hewage Attorney-At-Law, Former Coordinating Secretary To The Minister Of Higher Education","301/4B Gangulawatta Rd, Kaduwela, Sri Lanka",077 777 1154,7777711540,kelumhewage@googlemail.com,https://sites.google.com/view/kelum-k-hewage-attorney-at-law/,4.9,138,HIGH_VALUE,HOT,2025-09-29 02:08:27
ChIJ_2mebXFZ4joRRZES2t7JRls,Kemara,"14 Reid Ave, Colombo 00700, Sri Lanka",076 714 3590,7671435900,,http://www.kemaralife.com/,4.6,559,LOCAL_BUSINESS,HOT,2025-09-29 02:12:11
ChIJQ1hRcGpZ4joRGspRyOG-vmg,Kites Global (Pvt) Ltd,"45/6 Alwis Pl, Colombo 00300, Sri Lanka",071 835 5926,7183559260,,https://kites.global/,4.4,141,OTHER,HOT,2025-09-29 02:07:46
ChIJpV7VxERa4joR2geaboJjvH4,LCD LED TV Repairs - ( TV Repair Colombo ),"11D Poorwarama Rd, Nugegoda 00500, Sri Lanka",077 794 9777,7779497770,,https://business.google.com/v/_/AKsrIN2tTRj3jbNSQx2AD3isdzI6RECW8q1R8C2637EczsiBwMeN_EA/f493/_?exp=1778401&myads=1,4.1,128,LOCAL_BUSINESS,HOT,2025-09-29 02:13:39
ChIJ1zA-2olZ4joR9AQSQShS-1U,LIFTR - Strength & Conditioning Gym | Colombo,"2 a Sir Ernest de Silva Mawatha, Colombo 00300, Sri Lanka",070 152 5700,7015257000,Coaching@liftr.fit,https://www.liftr.fit/,5.0,142,LOCAL_BUSINESS,HOT,2025-09-29 02:12:47
ChIJIeglGzBZ4joRaJyA48N73Ek,LMN Business Solutions (Pvt) Ltd,"171/A Dr NM Perera Mawatha Rd, Colombo 00800, Sri Lanka",077 358 5763,7735857630,,https://businesssolutionsgroup.lk/,4.0,13,OTHER,WARM,2025-09-29 02:14:13
ChIJl6ZWYzhb4joRf-VJ_fj_i2I,La Luna Colombo,"124 Lauries Rd, Colombo 00400, Sri Lanka",077 887 4430,7788744300,,https://www.instagram.com/la_luna.pizzeria.coffee,4.6,815,LOCAL_BUSINESS,HOT,2025-09-29 02:11:06
ChIJb7S-rw5b4joRWouRQ6PE-Qw,Ladder Global,"435, 15a Longdon Hill, Colombo 00500, Sri Lanka",077 712 2299,7771222990,,https://ladderglobal.com/,5.0,54,OTHER,HOT,2025-09-29 02:07:39
ChIJUYqoPv5b4joRE7c8KSFfyLA,Laptop Lab Repair (PVT) Ltd,"Unity Plaza, No 06 Lower Ground Floor, Colombo 00400, Sri Lanka",077 305 3671,7730536710,,,4.8,21,LOCAL_BUSINESS,HOT,2025-09-29 02:13:51
ChIJOSxqAMxb4joRxIYOuXafiZ8,Leap Yard,"513-A Galle Rd, Colombo 10350, Sri Lanka",077 535 6277,7753562770,,,4.9,115,LOCAL_BUSINESS,HOT,2025-09-29 02:12:52
ChIJ7eIWPaFb4joRRhFRkOUujGY,Ledgerwall (Pvt) Ltd,"10 Raymond Rd, Nugegoda 10250, Sri Lanka",077 764 1888,7776418880,info@ledgerwall.lk,https://ledgerwall.lk/,4.7,36,HIGH_VALUE,HOT,2025-09-29 02:09:00
ChIJ4XuGFdxb4joRarileevmpTI,Loops Integrated,"2B Sulaiman Terrace, Colombo 00500, Sri Lanka",075 525 3006,7552530060,,http://www.loops.lk/,4.7,67,OTHER,HOT,2025-09-29 02:07:48
ChIJf1tOpdlb4joR9N7NkihJmWk,Lotus Wellness SPA,"27 Havelock Rd, Colombo 00500, Sri Lanka",076 865 6887,7686568870,,,4.4,283,LOCAL_BUSINESS,HOT,2025-09-29 02:12:32
ChIJM7kU_TRb4joR-YHrZtoeUp8,Mavas - Digital Marketing,"201 A Havelock Rd, Colombo 00600, Sri Lanka",077 237 7301,7723773010,hello@mavasdigital.com,https://mavasdigital.com/,5.0,39,HIGH_VALUE,HOT,2025-09-29 02:08:09
ChIJzYLatSVZ4joRPyjlgtZcnos,Ministry of Crab,"Old Dutch Hospital Complex, 04 Hospital St, Colombo 00100, Sri Lanka",077 002 4823,7700248230,,http://www.ministryofcrab.com/,4.4,4926,LOCAL_BUSINESS,HOT,2025-09-29 02:11:18
ChIJb0sTPqpb4joRFJgn6RXBT9k,Monsoon Colombo,"50 Park St, Colombo 00200, Sri Lanka",076 306 7882,7630678820,reservations@monsooncolombo.com,http://www.monsooncolombo.com/,4.2,1117,LOCAL_BUSINESS,HOT,2025-09-29 02:11:00
ChIJwTHPfg9Z4joR6fMUNIlipJ8,Motorbike Repairs & 24/7 Breakdown Services - Ernest Perera,"64/4 Cross Rd, Colombo 00800, Sri Lanka",075 093 3045,7509330450,,https://www.facebook.com/ernest.perera.31,5.0,4,LOCAL_BUSINESS,HOT,2025-09-29 02:13:50
ChIJNdKnsIpa4joRNeCT2NF6dHw,NCS online store,"31 Old Kesbewa Rd, Nugegoda 12050, Sri Lanka",077 282 0842,7728208420,,http://www.ncs.lk/,4.8,115,LOCAL_BUSINESS,HOT,2025-09-29 02:13:35
ChIJ7c2KCCtZ4joRvCg-wff8uIs,Next level fitness,"149/2 Jampettah St, Colombo 00130, Sri Lanka",071 604 7967,7160479670,,https://www.instagram.com/next_level_fitness_nutrition?igsh=MTB0cWlrcDNsMjhoMQ==,4.8,18,LOCAL_BUSINESS,HOT,2025-09-29 02:12:57
ChIJgSY88ttb4joRegNFWDS-SC8,"Pearl Royal , Colombo","34 De Vos Ave, Colombo 00400, Sri Lanka",077 322 8888,7732288880,,,4.1,195,OTHER,WARM,2025-09-29 02:11:54
ChIJYZELmiFZ4joRKmKnrRRtj9g,Pettah Market,"WVP3+VMM, Keyzer St, Colombo 01100, Sri Lanka",072 565 2773,7256527730,,,4.0,4261,LOCAL_BUSINESS,HOT,2025-09-29 02:13:22
ChIJH7ngt3VZ4joRjsWsCoDVBo8,Pixel Clear (Pvt) Ltd,"29 Negombo Rd, Mirigama, Sri Lanka",077 284 1457,7728414570,support@pixelclear.lk,http://www.pixelclear.lk/,4.6,51,OTHER,HOT,2025-09-29 02:08:07
ChIJB5Uc_z9Z4joRVfpPOI3qa8Y,Qcontra (Pvt) Ltd,"88/24, Wekanda Road, Slave Island, Colombo 00200, Sri Lanka",077 789 2966,7778929660,romeshlogan@gmail.com,http://www.qcontra.com/,5.0,5,HIGH_VALUE,HOT,2025-09-29 02:09:04
ChIJKRbYdAFb4joRgAcL8AS5HMk,Rameez Basheer Law Firm,"30B Waidya Rd, Dehiwala-Mount Lavinia 10350, Sri Lanka",077 747 9799,7774797990,,https://instagram.com/rbassociates77?igshid=OGQ5ZDc2ODk2ZA==,4.7,34,HIGH_VALUE,HOT,2025-09-29 02:08:33
ChIJCU6kPFpZ4joRcRzbP3EsHp4,Ramyard Law Chambers (Lawyers and Advocates),"47 1/6 Belmont St, Colombo 01200, Sri Lanka",077 131 8773,7713187730,,,5.0,12,HIGH_VALUE,HOT,2025-09-29 02:08:20
ChIJgTH5AwBb4joRimrKr2HvHrg,Rebuild Fitness & Wellness Centre- Gym,"84 Thimbirigasyaya Rd, Colombo 00500, Sri Lanka",077 748 3734,7774837340,,,5.0,68,LOCAL_BUSINESS,HOT,2025-09-29 02:12:48
ChIJacGeCjRZ4joRUV_z64o-0_0,Repair Plus,"Diamond Plaza, 122 1/1 Main St, Colombo 01100, Sri Lanka",076 675 4586,7667545860,info@repairplus.lk,http://www.repairplus.lk/,4.6,120,LOCAL_BUSINESS,HOT,2025-09-29 02:13:49
ChIJaX0u11JZ4joRW9VZ1p2wZ80,Repair Station,"105, 31 Kent Rd, Colombo 00900, Sri Lanka",077 414 7272,7741472720,,,5.0,4,LOCAL_BUSINESS,WARM,2025-09-29 02:13:59
ChIJrwqEt6Nb4joRfIImokoSMy0,Repair24x7,"No.160/A Old Kottawa Rd, Colombo 10100, Sri Lanka",071 612 1556,7161215560,,,5.0,4,LOCAL_BUSINESS,WARM,2025-09-29 02:13:38
ChIJwTHk1e9X4joRDMQwRwKQDWg,Revo Revolution Advertising Agency,"174 Kaduwela Rd, Battaramulla 10120, Sri Lanka",071 541 8199,7154181990,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.revo.lk/,5.0,108,HIGH_VALUE,HOT,2025-09-29 02:08:10
ChIJxRRQUH5b4joRQL5UrXV2V1E,"SAMSUL Digital Marketing Agency, SEO & Website Designing","SAMSUL Digital Marketing Agency & Website Designing, 32 Flower Rd, Colombo 00700, Sri Lanka",077 717 9701,7771797010,,https://samsul.lk/,5.0,22,HIGH_VALUE,HOT,2025-09-29 02:07:49
ChIJWVMpjV1Z4joRS8uZwkmIKTA,SPA COLOMBO,"512 Galle Rd, Colombo 00300, Sri Lanka",077 643 5062,7764350620,,,4.4,46,LOCAL_BUSINESS,WARM,2025-09-29 02:11:56
ChIJ7fWlKh1b4joRgO6HyTp8Kos,SWASTHYA WELLNESS SPA - MaRadha Colombo,"31, St Kilda's Lane, Marine Drive, Colombo 00300, Sri Lanka",070 654 3270,7065432700,,https://maradha.lk/spa-colombo-hotel-maradha/,4.7,37,LOCAL_BUSINESS,HOT,2025-09-29 02:12:29
ChIJa1EEFbeR0S0R7ESFZYo-pj8,"Sabith Mazahir - Attorney at Law, Notary Public & Commissioner for Oaths","63 Wijayamangalarama Rd, Colombo 10250, Sri Lanka",077 128 9558,7712895580,,,5.0,8,HIGH_VALUE,HOT,2025-09-29 02:08:30
ChIJ66Lcc4lZ4joRnT6D0K7pWhM,Sandares Spa,"25-1/1 New Kolonnawa Rd, Kolonnawa 10600, Sri Lanka",076 859 6119,7685961190,,https://www.facebook.com/SpaSandares,4.7,14,LOCAL_BUSINESS,HOT,2025-09-29 02:12:31
ChIJfT1tlMpb4joRc6V3-NdiY9M,Siripala Transport Services,"VVHF+F43, Colombo 00500, Sri Lanka",076 936 6712,7693667120,,,4.1,8,OTHER,WARM,2025-09-29 02:14:59
ChIJ-322qBZa4joRXLDLuoVJd2g,Smile Dental Hospitals,"932 Kotte Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",077 748 2848,7774828480,,https://dental.lk/,5.0,149,HIGH_VALUE,HOT,2025-09-29 02:10:09
ChIJ7WA3VHJZ4joRs_4hr2-8Qjg,Spa Ceylon Ward Place - Spa & Boutique,"14 Ward Pl, Colombo 00700, Sri Lanka",076 463 0468,7646304680,,http://store.spaceylon.com/,4.3,441,LOCAL_BUSINESS,HOT,2025-09-29 02:12:32
ChIJMecFUaVg-ScRNGO8s7bKIWE,Sri Lankan Cab Service,"30 Deanston Pl, Colombo 00300, Sri Lanka",077 078 2464,7707824640,Info@Srilankancabservice.com,https://www.srilankancabservice.com/,5.0,168,OTHER,HOT,2025-09-29 02:14:43
ChIJRygWVwBb4joR-QvRG4w0pSo,TRY DENT DENTAL SURGERY & IMPLANT CENTER,"No.197/4 Wijekumarathunga RD, Colombo 00600, Sri Lanka",076 725 9002,7672590020,,http://wa.me/94767259002,5.0,47,HIGH_VALUE,HOT,2025-09-29 02:10:17
ChIJtzVaK-5b4joRwIZ6_yaY1ls,Taxi Srilanka colombo,"RVFC+RR2, Park Road, Dehiwala-Mount Lavinia, Sri Lanka",077 387 1038,7738710380,,http://taxisrilanka.lk/,4.4,168,OTHER,HOT,2025-09-29 02:14:58
ChIJOS-S5l1b4joRQ4Do6ObKTKI,Taxi service in srilanka,"285/4 Colombo Plan Rd, Colombo 00300, Sri Lanka",076 495 8111,7649581110,,https://taxiserviceinsrilanka.com/,4.9,92,OTHER,HOT,2025-09-29 02:14:56
ChIJOYZ9hVBZ4joRZpfU7N8G8SM,Taxi.lk,"No 40/14 3, 1 Buller's Lane, Colombo 00700, Sri Lanka",077 799 5599,7779955990,info@taxi.lk,https://www.taxi.lk/,4.7,181,OTHER,HOT,2025-09-29 02:14:54
ChIJH7bTt45b4joRvUa28UrEUpk,The Anam Hotel - Colombo,"29A Wellawatta Station Rd, Colombo 00600, Sri Lanka",077 781 4743,7778147430,,https://anamhostels.com/,4.4,43,LOCAL_BUSINESS,HOT,2025-09-29 02:11:38
