place_id,business_name,address,phone_raw,whatsapp_number,email,website,rating,review_count,category,lead_quality,scraped_date
ChIJnVihlyVZ4joRhuA9g89XPQM,Senses Spa,"Basement, No. 48, Colombo, Janadhipathi Mawatha, Colombo 00100, Sri Lanka",0112 421 221,,info@thekingsburyhotel.com,https://www.thekingsburyhotel.com/spa.html,4.2,29,LOCAL_BUSINESS,HOT,2025-09-29 02:12:29
ChIJX2oxsBFZ4joRVZCvhtsv8Gs,Brown & Company PLC,"34 Sir Mohomad Macan Markar Mawatha, Colombo 00300, Sri Lanka",0112 663 000,,info@brownsgroup.com,http://www.brownsgroup.com/,4.2,154,OTHER,HOT,2025-09-29 02:15:23
ChIJqbRw9bdb4joRIupYN73L5FQ,International Dental Care Hospitals (Pvt) Ltd,"79, 9A W.A. Silva Mawatha, Colombo 00600, Sri Lanka",0112 507 070,,john@doe.com,http://www.internationaldentalsrilanka.com/,4.1,128,HIGH_VALUE,HOT,2025-09-29 02:10:07
ChIJQW1e7wpZ4joRsTwNb8q9Buo,Winsetha Medical Hospital,"49, 55 Ananda Rajakaruna Mawatha, Colombo 01000, Sri Lanka",0112 697 261,,info@winsethahospitals.lk,http://www.winsethahospitals.lk/,4.0,304,HIGH_VALUE,HOT,2025-09-29 02:09:21
ChIJvfoNQhJZ4joR1glSHPqUCsw,Mag City Colombo,"320A T. B. Jayah Mawatha, Colombo 01000, Sri Lanka",0114 734 020,,info@magcitylk.com,http://www.magcity.lk/,4.0,587,LOCAL_BUSINESS,HOT,2025-09-29 02:14:53
ChIJf-8aO1hb4joRr1mGFMVbXoo,Trillium Boutique City Hotel - Colombo,"No.210 Torrington Ave, Colombo 00700, Sri Lanka",0117 999 123,,IMG_2063@2x.png,http://www.trilliumhotelcolombo.com/,3.6,399,LOCAL_BUSINESS,HOT,2025-09-29 02:11:52
ChIJvf63GrhZ4joRaNYg0_bg7qI,IP CHAMBERS - Patent & Trademark Attorneys,"Level 09-02, East Tower World Trade Center Echelon Square, Colombo 00100, Sri Lanka",0114 693 331,,mail@ipchambers.lk,https://www.ipchambers.lk/,5.0,16,OTHER,WARM,2025-09-29 02:08:28
ChIJ0SMpAG1b4joRdb5Hw5BqCIk,Prime Medicare Colombo,"19 St Alban's Pl, Colombo 00400, Sri Lanka",0114 242 030,,support@primemedicareltd.com,https://primemedicare.lk/,5.0,5,OTHER,WARM,2025-09-29 02:09:24
ChIJTXWNdB1Z4joROavKk7qKxO0,Taian Lanka Steel Company (Pvt) Ltd,"333, 1, 16 Old Moor St, Colombo 01200, Sri Lanka",0112 333 096,,info@taianlankasteel.com,https://taianlankasteel.com/,5.0,10,OTHER,WARM,2025-09-29 02:15:34
ChIJl-3CgLlb4joRt0iUnp9-MKA,OntoMatrix,"No 7 3/1 Galle Rd, Colombo 00600, Sri Lanka",0112 559 854,,contact@ontomatrix.com,http://www.ontomatrix.com/,4.8,18,OTHER,WARM,2025-09-29 02:07:53
ChIJBQJxq2BZ4joRD85j21QK2pk,Hemas Pharmaceuticals (Pvt) Ltd,"12 Glen Aber Pl, Colombo 00300, Sri Lanka",0114 766 666,,info_hemas.pharma@hemas.com,http://www.hemashealthcare.com/,4.3,43,OTHER,WARM,2025-09-29 02:15:17
ChIJNcCHb8Rb4joR0EnknKpn6ds,London Business School,"No 323 Galle - Colombo Rd, Colombo 00500, Sri Lanka",0112 559 944,,info@lbs.lk,http://www.lbs.lk/,4.1,22,OTHER,WARM,2025-09-29 02:14:27
ChIJxWK23Cta4joRIQxKo5bCbc8,Kings Hospital Colombo,"18/A Evergreen Park Rd, Colombo 00500, Sri Lanka",0117 743 743,,info@kingshospital.lk,http://kingshospital.lk/,3.8,1276,OTHER,WARM,2025-09-29 02:09:27
ChIJedL9UsRb4joRWILgGEwmRfA,British School of Commerce,"19 Macleod Rd, Colombo 00400, Sri Lanka",0112 595 922,,info@bsccolombo.edu.lk,http://www.bsccolombo.edu.lk/,3.8,45,OTHER,WARM,2025-09-29 02:14:19
ChIJw91L7S5a4joR1tdIDTore40,Lanka Canneries (Pvt) Ltd,"45, 75 Narahenpita Rd, Colombo 00500, Sri Lanka",0112 586 622,,info@lankacanneries.com,http://www.lankacanneries.com/,3.8,48,OTHER,WARM,2025-09-29 02:15:08
