place_id,business_name,rating,reviews,category,W4Efsd (2),address,W4Efsd (4),W4Efsd (5),W4Efsd (6),whatsapp_number,website,Cw1rxd,R8c4Qb,Cw1rxd (2),R8c4Qb (2),Jn12ke src,comments,ah5Ghc (2),ah5Ghc (3),doJOZc,W4Efsd (7),e4rVHe
https://www.google.com/maps/place/Platinum+Corp+Construction/data=!4m7!3m6!1s0x470eb85f0dc0f5bd:0xa8a86db673aa82f6!8m2!3d-33.869735!4d151.1928284!16s%2Fg%2F11sjc9tf98!19sChIJvfXADV-4DkcR9oKqc7ZtqKg?authuser=0&hl=en&rclk=1,Platinum Corp Construction,5.0,(31),Construction company,·,55 Miller St,Closes soon,· 6:30 PM · Opens 7 AM Wed,·,+61 406 209 393,https://platinumcorpconstruction.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They transformed my outdated home into a stunning, brand-new space!""",,,,,
https://www.google.com/maps/place/Engage+Construction/data=!4m7!3m6!1s0x6b12b2393ede7e1b:0x70441ebeb4eeee31!8m2!3d-33.8901148!4d151.2378758!16s%2Fg%2F11hcjyv0g8!19sChIJG37ePjmyEmsRMe7utL4eRHA?authuser=0&hl=en&rclk=1,Engage Construction,5.0,(19),Construction company,·,Suite 4/1 Moncur St,Closed,· Opens 7 AM Wed,·,+61 2 9159 9841,https://www.engageconstruction.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They communicated throughout the work and did a fantastic job.""",,,,,
https://www.google.com/maps/place/Royal+Construction/data=!4m7!3m6!1s0x2a2bc3e28a350353:0x4b73570da524d3c0!8m2!3d-33.8615861!4d150.9610986!16s%2Fg%2F11nx16cr24!19sChIJUwM1iuLDKyoRwNMkpQ1Xc0s?authuser=0&hl=en&rclk=1,Royal Construction,5.0,(6),Home builder,·,,Closed,· Opens 9 AM Wed,,+61 433 647 355,https://royalconstructions.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They truly understood our vision and turned our dream home into a reality.""",,,,,
https://www.google.com/maps/place/Elco+Constructions/data=!4m7!3m6!1s0x6b12ae38d2cf9a57:0x25727fbab92b6bbb!8m2!3d-33.869567!4d151.204374!16s%2Fg%2F1pyqh0ywp!19sChIJV5rP0jiuEmsRu2srubp_ciU?authuser=0&hl=en&rclk=1,Elco Constructions,4.9,(7),Construction company,·,46/365-377 Kent St,Closed,· Opens 8 AM Wed,·,+61 1300 287 457,http://www.elcoconstructions.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Used Elco for 2 of my builds now, Moses and his team are my go to.""",,,,,
https://www.google.com/maps/place/ABC+CONSTRUCTIONS+NSW+PTY+LTD/data=!4m7!3m6!1s0x837fcb37fdd575d5:0x828cf8d8e78d0f44!8m2!3d-33.8482439!4d150.9319747!16s%2Fg%2F11q88wlvfh!19sChIJ1XXV_TfLf4MRRA-N59j4jII?authuser=0&hl=en&rclk=1,ABC CONSTRUCTIONS NSW PTY LTD,4.7,(6),Home builder,,,Closed,· Opens 8 AM Wed,,,http://www.abcconstructionsnsw.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Thank you Marco and Sam for bringing life back to our old cottage.""",,,,,
https://www.google.com/maps/place/Ci+Building+%26+Construction+Pty+Ltd/data=!4m7!3m6!1s0x6b128542d37d9305:0x30c3a300a0fca22d!8m2!3d-32.8311501!4d150.0523618!16s%2Fg%2F11txn_0h3s!19sChIJBZN900KFEmsRLaL8oACjwzA?authuser=0&hl=en&rclk=1,Ci Building & Construction Pty Ltd,5.0,(24),Construction company,·,,Closed,· Opens 7 AM Wed,,+61 450 386 195,https://cibuildingandconstruction.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The quote was a fair price & they completed the job 2 days early.""",,,,,
https://www.google.com/maps/place/NJG+Constructions+Pty+Ltd/data=!4m7!3m6!1s0x6b733cf525615cbd:0xfc5eb91c09762c8b!8m2!3d-32.9940255!4d151.632122!16s%2Fg%2F11f3v96m30!19sChIJvVxhJfU8c2sRiyx2CRy5Xvw?authuser=0&hl=en&rclk=1,NJG Constructions Pty Ltd,4.6,(21),Construction company,·,3 Eleebana Rd,Closed,· Opens 7 AM Wed,·,+61 421 762 006,http://www.njgconstructions.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The quality of their work and communication is outstanding!""",,,,,
https://www.google.com/maps/place/Beach+Constructions/data=!4m7!3m6!1s0x6b12b0056b29814d:0xa02077302db3be65!8m2!3d-33.8831637!4d151.1502326!16s%2Fg%2F1tdxffk1!19sChIJTYEpawWwEmsRZb6zLTB3IKA?authuser=0&hl=en&rclk=1,Beach Constructions,5.0,(2),Construction company,·,101 Flood St,Closed,· Opens 8:30 AM Wed,·,+61 2 9550 9199,http://www.beach.com.au/,,Website,,Directions,,,,,,,
https://www.google.com/maps/place/QUAD+Construction/data=!4m7!3m6!1s0x7836bc19984df57:0x6f4b96a1ff386f15!8m2!3d-32.9435451!4d151.6497372!16s%2Fg%2F11v3j96d_w!19sChIJV9-EmcFrgwcRFW84_6GWS28?authuser=0&hl=en&rclk=1,QUAD Construction,5.0,(17),Construction company,·,Unit 2/26 Munibung Rd,Closed,· Opens 8 AM Wed,·,+61 2 4072 1593,http://www.quadconstruction.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""One of the best in the",business,"with high quality work!""",,,
"https://www.google.com/maps/place/Burbank+Homes+-+Head+Office,+New+South+Wales/data=!4m7!3m6!1s0x6b12a31970f6d72b:0x95e8e5471b21c347!8m2!3d-33.8132202!4d151.0088207!16s%2Fg%2F11g8ktl_nl!19sChIJK9f2cBmjEmsRR8MhG0fl6JU?authuser=0&hl=en&rclk=1","Burbank Homes - Head Office, New South Wales",4.7,(89),Home builder,·,Level 3/88 Phillip St,Closed,· Opens 9 AM Wed,·,+61 132872,https://www.burbank.com.au/nsw/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The house built quality and finishing was top notch.""",,,,,
https://www.google.com/maps/place/Simmons+Civil+Contracting+%7C+Civil+Contractors+Sydney/data=!4m7!3m6!1s0x6b129bd6ea8d6985:0xf9b84050c3d15571!8m2!3d-33.7747046!4d150.9532136!16s%2Fg%2F11cm_q3f9j!19sChIJhWmN6tabEmsRcVXRw1BAuPk?authuser=0&hl=en&rclk=1,Simmons Civil Contracting | Civil Contractors Sydney,3.8,(8),Construction company,·,5 St James Pl,Closed,· Opens 7 AM Wed,·,+61 2 9620 6100,https://simmonscivil.com.au/,,Website,,Directions,,On-site services,,,,,
https://www.google.com/maps/place/Absolute+Building+Contractors/data=!4m7!3m6!1s0x6b75b757dfbbe645:0x410ea6c03483e973!8m2!3d-31.8689551!4d152.3642273!16s%2Fg%2F1tz95xsf!19sChIJRea731e3dWsRc-mDNMCmDkE?authuser=0&hl=en&rclk=1,Absolute Building Contractors,5.0,(1),Home builder,·,Lot 2 Murray Rd,Closed,· Opens 7 AM Wed,·,+61 407 955 393,https://absolutebuilding.com.au/,,Website,,Directions,,,,,,,
https://www.google.com/maps/place/C+Group+Construction/data=!4m7!3m6!1s0x2e78066d929d9d21:0xd8495f3eb0b01b41!8m2!3d-34.2974962!4d148.317229!16s%2Fg%2F11ts3mlzqz!19sChIJIZ2dkm0GeC4RQRuwsD5fSdg?authuser=0&hl=en&rclk=1,C Group Construction,5.0,(3),Construction company,·,376 Olympic Hwy,Closed,· Opens 7 AM Wed,·,+61 400 334 330,https://www.cgroupconstruction.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Excellent service, quality work.""",,,,,
https://www.google.com/maps/place/LT+Construction+Group/data=!4m7!3m6!1s0x6b129f5a188069a5:0x184e298d320f8006!8m2!3d-33.795639!4d150.8099682!16s%2Fg%2F11hkbq6h3x!19sChIJpWmAGFqfEmsRBoAPMo0pThg?authuser=0&hl=en&rclk=1,LT Construction Group,4.9,(43),Patio enclosure supplier,·,,Closed,· Opens 9 AM Wed,,+61 478 650 807,https://ltconstructiongroup.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Professional and friendly and the extremely happy with the completed work.""",,,,,
"https://www.google.com/maps/place/Burbank+Homes+-+Head+Office,+New+South+Wales/data=!4m7!3m6!1s0x6b12a31970f6d72b:0x95e8e5471b21c347!8m2!3d-33.8132202!4d151.0088207!16s%2Fg%2F11g8ktl_nl!19sChIJK9f2cBmjEmsRR8MhG0fl6JU?authuser=0&hl=en&rclk=1","Burbank Homes - Head Office, New South Wales",4.7,(89),Home builder,·,Level 3/88 Phillip St,Closed,· Opens 9 AM Wed,·,+61 132872,https://www.burbank.com.au/nsw/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The house built quality and finishing was top notch.""",,,,,
https://www.google.com/maps/place/Reitsma+Constructions/data=!4m7!3m6!1s0x6b1298839edeb569:0x6d5234ea97a5e626!8m2!3d-33.7728263!4d150.9564315!16s%2Fg%2F12cpcfy3t!19sChIJabXenoOYEmsRJuall-o0Um0?authuser=0&hl=en&rclk=1,Reitsma Constructions,4.0,(8),Construction company,·,·,Closed,· Opens 8 AM Wed,19 Bearing Rd,+61 2 8602 0500,http://www.reitsmaconstructions.com.au/,,Website,,Directions,,On-site services,,,,·,
https://www.google.com/maps/place/Built/data=!4m7!3m6!1s0x6b12b1d7f9e3a317:0x2d2726cb430ae8b!8m2!3d-33.8692572!4d151.2049924!16s%2Fg%2F1tdbfl6w!19sChIJF6Pj-dexEmsRi64wtGxy0gI?authuser=0&hl=en&rclk=1,Built,3.1,(23),Construction company,·,4/183-185 Clarence St,Closed,· Opens 7:30 AM Wed,·,+61 2 8332 4111,http://www.built.com.au/,,Website,,Directions,,,,,,,
https://www.google.com/maps/place/Fresh+Constructions+Australia/data=!4m7!3m6!1s0x6b74372cf66ce14b:0x73665609a7febfc0!8m2!3d-32.2188664!4d152.5257021!16s%2Fg%2F11mk_rbk86!19sChIJS-Fs9iw3dGsRwL_-pwlWZnM?authuser=0&hl=en&rclk=1,Fresh Constructions Australia,,,Construction company,·,9 Hawaii Ave,Closed,· Opens 7 AM Wed,·,+61 414 506 608,https://fcabuilding.com.au/,,Website,,Directions,,,,,,,No reviews
https://www.google.com/maps/place/Com+Construction+Pty+Ltd/data=!4m7!3m6!1s0x6b12bd879dfb5a1b:0x11a23f255f27cea!8m2!3d-33.871545!4d150.9572523!16s%2Fg%2F11bxfyp97k!19sChIJG1r7nYe9EmsR6nzyVfIjGgE?authuser=0&hl=en&rclk=1,Com Construction Pty Ltd,4.5,(8),Construction company,·,Suite 2/89A The Crescent,Closed,· Opens 9:30 AM Wed,·,+61 2 8764 1402,http://www.comconstruction.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Would highly recommend this",company,"!""",,,
https://www.google.com/maps/place/RNS+Building+and+Construction/data=!4m7!3m6!1s0x6b12bd5f098c59bb:0x431e580adc99ba00!8m2!3d-33.8482439!4d150.9319747!16s%2Fg%2F11fswj8mhm!19sChIJu1mMCV-9EmsRALqZ3ApYHkM?authuser=0&hl=en&rclk=1,RNS Building and Construction,4.8,(16),Construction company,·,,Open 24 hours,,,+61 423 222 235,http://www.rnsbuildingandconstruction.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They did an excellent job and cleaned up really well afterwards.""",,,,,
https://www.google.com/maps/place/Sullivans+Constructions/data=!4m7!3m6!1s0x6b12c171d163de0d:0xd9544bec97d18ed5!8m2!3d-34.0707155!4d151.0117671!16s%2Fg%2F1wv_sckr!19sChIJDd5j0XHBEmsR1Y7Rl-xLVNk?authuser=0&hl=en&rclk=1,Sullivans Constructions,4.0,(5),Builder,·,8 Layden Ave,,,,+61 2 9548 1848,https://www.sullivansconstructions.com.au/,,Website,,Directions,,,,,,,
https://www.google.com/maps/place/SJ+White+Constructions/data=!4m7!3m6!1s0x83225b32ab16002d:0x12d554f88d82432f!8m2!3d-33.2509669!4d149.0617663!16s%2Fg%2F11t7btl4dr!19sChIJLQAWqzJbIoMRL0OCjfhU1RI?authuser=0&hl=en&rclk=1,SJ White Constructions,5.0,(2),Home builder,·,,Closed,· Opens 7:30 AM Wed,,+61 488 550 568,http://sjwhiteconstructions.com/,,Website,,Directions,,,,,,,
https://www.google.com/maps/place/Royal+Constructions+Pty+Ltd/data=!4m7!3m6!1s0x6b12f3149a254d9f:0x643a35a84204b891!8m2!3d-34.0001882!4d150.7388425!16s%2Fg%2F11xdfp6w7g!19sChIJn00lmhTzEmsRkbgEQqg1OmQ?authuser=0&hl=en&rclk=1,Royal Constructions Pty Ltd,5.0,(5),Home builder,·,3 Fordham Way,Closed,· Opens 9 AM Wed,·,+61 1300 832 355,https://royalconstructions.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Additionally, Royal Construction’s **customer service** is top-notch.""",,,,,
https://www.google.com/maps/place/Edwards+Constructions/data=!4m7!3m6!1s0x6b1319a2ff93b633:0x860966ca1ca85d3!8m2!3d-34.8758425!4d150.600593!16s%2Fg%2F12m91d_wp!19sChIJM7aT_6IZE2sR04XKoWyWYAg?authuser=0&hl=en&rclk=1,Edwards Constructions,5.0,(1),Construction company,·,10/48 Berry St,,,,+61 2 4444 1266,http://www.edwardsconstructions.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""the best at",building,"and constructing""",,,
https://www.google.com/maps/place/Dana+Constructions+Pty+Ltd/data=!4m7!3m6!1s0x6b12a8163fb00001:0x80f60403785ac146!8m2!3d-33.7274693!4d151.1623043!16s%2Fg%2F11kqswzfs6!19sChIJAQCwPxaoEmsRRsFaeAME9oA?authuser=0&hl=en&rclk=1,Dana Constructions Pty Ltd,5.0,(2),Construction company,·,17-19 Memorial Ave,Closed,· Opens 9 AM Wed,·,+61 434 511 220,https://www.danaconstructions.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They are committed and results driven.""",,,,,
https://www.google.com/maps/place/Belmadar/data=!4m7!3m6!1s0x6b12aedccd172eaf:0xf1a67cad2955e20d!8m2!3d-33.8207664!4d151.2006877!16s%2Fg%2F11b7f1928t!19sChIJry4XzdyuEmsRDeJVKa18pvE?authuser=0&hl=en&rclk=1,Belmadar,4.8,(20),Construction company,·,214 Willoughby Rd,Closed,· Opens 8:30 AM Wed,·,+61 2 8436 3500,http://www.belmadar.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Good",company,"and excellent people to work with.""",,,
https://www.google.com/maps/place/Aspire+Building+and+Construction/data=!4m7!3m6!1s0x8f38f18237813075:0x81a93848c2b91bcf!8m2!3d-33.2509669!4d149.0617663!16s%2Fg%2F11whwfw_7d!19sChIJdTCBN4LxOI8Rzxu5wkg4qYE?authuser=0&hl=en&rclk=1,Aspire Building and Construction,5.0,(11),Custom home builder,·,,Closed,· Opens 7 AM Wed,,+61 423 945 063,https://aspirebuildingco.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Happy to recommend for , a reliable, trustworthy tradesman.""",,,,,
https://www.google.com/maps/place/ZGS+Building+Co/data=!4m7!3m6!1s0x6b19ffba24c3f419:0xb5025d946b9029ce!8m2!3d-32.205415!4d136.1073692!16s%2Fg%2F11fp4srrzn!19sChIJGfTDJLr_GWsRzimQa5RdArU?authuser=0&hl=en&rclk=1,ZGS Building Co,5.0,(1),Construction company,,,,,,+61 437 576 134,https://m.facebook.com/zgsbuildingco/,,Website,,Directions,,,,,,,
https://www.google.com/maps/place/BY+Group/data=!4m7!3m6!1s0x6b12ae17d23fffff:0xa6ce9d16afe375bf!8m2!3d-33.864276!4d151.2093464!16s%2Fg%2F11gw2rdph4!19sChIJ__8_0heuEmsRv3XjrxadzqY?authuser=0&hl=en&rclk=1,BY Group,3.7,(3),Construction company,·,·,Closed,· Opens 9 AM Wed,"Head Office, Level 10/3 Spring St",+61 2 8378 1952,http://bygroup.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great operators, good people and
service.""",,,,·,
https://www.google.com/maps/place/KRJ+Construction/data=!4m7!3m6!1s0xe9b3144e19dec1b:0x905447f80b1a7a0d!8m2!3d-30.9179814!4d150.8531625!16s%2Fg%2F11wc9sjw8g!19sChIJG-yd4UQxmw4RDXoaC_hHVJA?authuser=0&hl=en&rclk=1,KRJ Construction,5.0,(1),Construction company,·,,Closed,· Opens 7 AM Wed,,+61 402 413 058,https://www.krj-construction.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Thank you Rod & Naomi.""",,,,,
https://www.google.com/maps/place/Brown+Constructions+NSW+Pty+Ltd/data=!4m7!3m6!1s0x6b12c713c1af7d55:0x96931aadbd1a42dd!8m2!3d-34.0696584!4d151.1230531!16s%2Fg%2F11clzh4gr2!19sChIJVX2vwRPHEmsR3UIava0ak5Y?authuser=0&hl=en&rclk=1,Brown Constructions NSW Pty Ltd,,,Construction company,·,48B Turriell Point Rd,,,,,http://brownconstructions.com.au/,,Website,,Directions,,,,,,,No reviews
https://www.google.com/maps/place/Apollo+New+South+Wales/data=!4m7!3m6!1s0x6b12a1d7f74b7e27:0xfa5d76196c27cac0!8m2!3d-33.7114091!4d150.9548029!16s%2Fg%2F11y6lbtfxh!19sChIJJ35L99ehEmsRwMonbBl2Xfo?authuser=0&hl=en&rclk=1,Apollo New South Wales,,,Construction company,·,78 Windsor Rd,Open 24 hours,,·,+61 449 555 333,http://apollonsw.com.au/,,Website,,Directions,,,,,,,No reviews
https://www.google.com/maps/place/Duff+Constructions/data=!4m7!3m6!1s0x6b0a99e7d627a3d5:0xabd5c93ab663a7d3!8m2!3d-31.0187105!4d151.1786294!16s%2Fg%2F11jg4gxdn4!19sChIJ1aMn1ueZCmsR06djtjrJ1as?authuser=0&hl=en&rclk=1,Duff Constructions,5.0,(5),Construction company,·,,Closed,· Opens 7:30 AM Wed,,+61 417 262 456,http://www.duffconstructions.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Jamie's a great communicator and quality tradesman.""",,,,,
https://www.google.com/maps/place/BDM+Constructions/data=!4m7!3m6!1s0x6b75f8cdd863092f:0xeb51dc1d3340a7e3!8m2!3d-31.494263!4d152.7319757!16s%2Fg%2F1tlwftl2!19sChIJLwlj2M34dWsR46dAMx3cUes?authuser=0&hl=en&rclk=1,BDM Constructions,3.8,(12),Home builder,·,14 Production Dr,Closed,· Opens 8 AM Wed,·,+61 2 6586 0311,https://www.bdmconstructions.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They are dedicated to top quality and attention to detail.""",,,,,
https://www.google.com/maps/place/Reitsma+Constructions+-+Newcastle+Office/data=!4m7!3m6!1s0x6b73144528bfaebb:0x9b9ba5b6ff591616!8m2!3d-33.0144167!4d151.7022616!16s%2Fg%2F11dxd165r9!19sChIJu66_KEUUc2sRFhZZ_7alm5s?authuser=0&hl=en&rclk=1,Reitsma Constructions - Newcastle Office,3.7,(3),Construction company,·,·,Closed,· Opens 8:30 AM Wed,Unit 3/36 Kalaroo Rd,+61 2 4989 5000,http://www.reitsma.com/,,Website,,Directions,,,,,,·,
https://www.google.com/maps/place/Turrell+Building/data=!4m7!3m6!1s0x6b0d5f2d645a6fcf:0x6679bc20431fde65!8m2!3d-33.6524954!4d151.0451648!16s%2Fg%2F1vcjmdbq!19sChIJz29aZC1fDWsRZd4fQyC8eWY?authuser=0&hl=en&rclk=1,Turrell Building,4.7,(59),Custom home builder,·,3/362 Galston Rd,Closed,· Opens 9 AM Wed,·,+61 2 9653 1003,http://www.turrell.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They seamlessly transformed our concept into a breathtaking reality.""",,,,,
https://www.google.com/maps/place/NSW+Construction+Services/data=!4m7!3m6!1s0x6b12a32d5453ffff:0xcf7d750a5b608b00!8m2!3d-33.8386985!4d151.0120012!16s%2Fg%2F11vx0zzyd3!19sChIJ__9TVC2jEmsRAItgWwp1fc8?authuser=0&hl=en&rclk=1,NSW Construction Services,,,Construction company,·,15 New York St,,,,+61 402 803 886,http://nswconstructionservices.com.au/,,Website,,Directions,,,,,,,No reviews
https://www.google.com/maps/place/Orello+Concrete/data=!4m7!3m6!1s0xa531326eb3b78177:0xa4d942a874741750!8m2!3d-33.4774986!4d149.4595498!16s%2Fg%2F11y63tcp9b!19sChIJd4G3s24yMaURUBd0dKhC2aQ?authuser=0&hl=en&rclk=1,Orello Concrete,5.0,(4),Construction company,·,,Closed,· Opens 7 AM Wed,,+61 400 151 053,https://orello.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Job well done, very professional""",,,,,
https://www.google.com/maps/place/Ray+Clements+Constructions/data=!4m7!3m6!1s0x6b106762d8629afd:0x590e4624240a2750!8m2!3d-33.595817!4d148.7969954!16s%2Fg%2F1tlndlj1!19sChIJ_Zpi2GJnEGsRUCcKJCRGDlk?authuser=0&hl=en&rclk=1,Ray Clements Constructions,5.0,(1),Home builder,Closes soon,· 6 PM · Opens 7:30 AM Wed,·,,,+61 428 262 152,,,Directions,,,,,,,,,
