place_id,business_name,rating,reviews,category,W4Efsd (2),doJOZc,address,W4Efsd (4),W4Efsd (5),W4Efsd (6),W4Efsd (7),whatsapp_number,website,Cw1rxd,R8c4Qb,Cw1rxd (2),R8c4Qb (2),Jn12ke src,ah5Ghc,ah5Ghc (2),ah5Ghc (3),e4rVHe,M4A5Cf
https://www.google.com/maps/place/SSW+Sydney+-+Enterprise+Software+Development/data=!4m7!3m6!1s0x6b12ae97d5dce3c1:0xae8cb5f05af0e28d!8m2!3d-33.8306723!4d151.2191442!16s%2Fg%2F1tdy4mhr!19sChIJwePc1ZeuEmsRjeLwWvC1jK4?authuser=0&hl=en&rclk=1,SSW Sydney - Enterprise Software Development,4.6,(24),Software company,·,,"Level 1, 81/91 Military Rd",·,Closes soon,· 6 PM · Opens 9 AM Wed,,+61 2 9953 3000,https://www.ssw.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""These guys set the benchmark for an IT/database consulting company.""",,,,
https://www.google.com/maps/place/Pulse+Software/data=!4m7!3m6!1s0x6b12a60721d03ba1:0x43b418984b28adca!8m2!3d-33.7885625!4d151.132309!16s%2Fg%2F11b7q2bn9h!19sChIJoTvQIQemEmsRyq0oS5gYtEM?authuser=0&hl=en&rclk=1,Pulse Software,4.7,(6),Software company,·,,·,"Suite 2.01, Level 2/12 Waterloo Rd",Closes soon,· 6 PM · Opens 8:30 AM Wed,·,+61 1300 363 325,http://www.pulsesoftware.com/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/ToXSL+Technologies+Australia+-+Mobile+App+Development+And+Web+Development+Company/data=!4m7!3m6!1s0x6b12afe3b939c28b:0x9a7bfbf951ad6f4d!8m2!3d-33.8866607!4d151.2080249!16s%2Fg%2F11txpx1rx_!19sChIJi8I5ueOvEmsRTW-tUfn7e5o?authuser=0&hl=en&rclk=1,ToXSL Technologies Australia - Mobile App Development And Web Development Company,4.6,(36),Software company,·,,·,Level 1/457/459 Elizabeth St,Open 24 hours,,·,+61 8 7744 7788,https://toxsl.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""ToXSL Technologies are excellent mobile app and web service technology""",,,,
https://www.google.com/maps/place/SoftLabs/data=!4m7!3m6!1s0x6b12a31855a69181:0x9df007a92fe287a9!8m2!3d-33.879258!4d151.1961126!16s%2Fg%2F11dz5mj4sn!19sChIJgZGmVRijEmsRqYfiL6kH8J0?authuser=0&hl=en&rclk=1,SoftLabs,4.6,(16),Software company,·,,·,20/330 Wattle St,Closed,· Opens 9:30 AM Wed,·,+61 1300 207 208,http://www.softlabs.com.au/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Noorix+-+Custom+Software+and+App+Developers/data=!4m7!3m6!1s0x6b12af36aba823e1:0x5c2454f8010f6edc!8m2!3d-33.865294!4d151.2053033!16s%2Fg%2F11fpl8m85z!19sChIJ4SOoqzavEmsR3G4PAfhUJFw?authuser=0&hl=en&rclk=1,Noorix - Custom Software and App Developers,5.0,(15),Software company,·,,level 2/11 York St,,Closed,· Opens 9 AM Wed,,,https://www.noorix.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Extremely efficient and focused on getting the task done!""",,,,
https://www.google.com/maps/place/Octane+Software+Solutions/data=!4m7!3m6!1s0x6b12aec2d24242a7:0x32e83c9973ca1994!8m2!3d-33.8658494!4d151.2023214!16s%2Fg%2F11csb3ch0f!19sChIJp0JC0sKuEmsRlBnKc5k86DI?authuser=0&hl=en&rclk=1,Octane Software Solutions,4.8,(17),Software company,·,,·,Level 2/11 York St,Closed,· Opens 9 AM Wed,·,+61 2 9002 0455,https://www.octanesolutions.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They offer great and high quality implementation and training services.""",,,,
https://www.google.com/maps/place/4mation+Technologies/data=!4m7!3m6!1s0x6b12ae1f57dda141:0x8962cf97d1fb4c93!8m2!3d-33.8654144!4d151.2100165!16s%2Fg%2F1td0t0q9!19sChIJQaHdVx-uEmsRk0z70ZfPYok?authuser=0&hl=en&rclk=1,4mation Technologies,4.1,(33),Software company,·,,·,"17.02, Level 17/25 Bligh St",Closed,· Opens 9 AM Wed,·,+61 2 9213 1300,https://www.4mation.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""I spent a bit of time speaking with Sandra about my project.""",,,,
https://www.google.com/maps/place/Horizon+Software+Solutions/data=!4m7!3m6!1s0x6b12bb40e1586da1:0x113f873efe6dc891!8m2!3d-32.205415!4d136.1073692!16s%2Fg%2F11lrdm4qqr!19sChIJoW1Y4UC7EmsRkcht_j6HPxE?authuser=0&hl=en&rclk=1,Horizon Software Solutions,5.0,(2),Software company,·,,,,Closes soon,· 6 PM · Opens 9 AM Wed,,+61 410 633 105,http://horizonsoftwaresolutions.com.au/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Sentia+Australia+Pty+Ltd/data=!4m7!3m6!1s0x6b12ae4055552e7d:0xd73fdc78ba8ff894!8m2!3d-33.8693315!4d151.205878!16s%2Fg%2F1pp2x7npk!19sChIJfS5VVUCuEmsRlPiPunjcP9c?authuser=0&hl=en&rclk=1,Sentia Australia Pty Ltd,5.0,(10),Software company,·,,·,"Suite 601, Level 6/83 York St",Closed,· Opens 8:30 AM Wed,·,+61 2 8003 5216,https://www.sentia.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Fantastic business, highly knowledgeable and get to work with.""",,,,
https://www.google.com/maps/place/Microknot+-+Custom+Software+Development+Company+in+Sydney+%7C+Mobile+App+Developers/data=!4m7!3m6!1s0x6b129fbdf9814417:0xc20790bb6113c1cf!8m2!3d-33.8666899!4d151.208393!16s%2Fg%2F11sq13p056!19sChIJF0SB-b2fEmsRz8ETYbuQB8I?authuser=0&hl=en&rclk=1,Microknot - Custom Software Development Company in Sydney | Mobile App Developers,5.0,(5),Software company,·,,·,"Level 17, Angel Place, 123 Pitt St",Closed,· Opens 9 AM Wed,·,+61 2 8974 1407,https://www.microknot.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""All thanks to their team's creative abilities under Priya's guidance.""",,,,
https://www.google.com/maps/place/CentriWeb/data=!4m7!3m6!1s0x6b731791f8144f63:0x2ae1f1ab2c7575c5!8m2!3d9.3741102!4d-106.6918595!16s%2Fg%2F11vzqh51xd!19sChIJY08U-JEXc2sRxXV1LKvx4So?authuser=0&hl=en&rclk=1,CentriWeb,5.0,(10),Software company,·,,,,Open 24 hours,,,+61 483 957 775,https://centriweb.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""CentriWeb brought amazing results in our customer focused business.""",,,,
https://www.google.com/maps/place/Software+AG+Australia/data=!4m7!3m6!1s0x6b12aef69993a7df:0xf9038a4c1fa33b74!8m2!3d-33.8649819!4d151.2066564!16s%2Fg%2F1hm3pzt1m!19sChIJ36eTmfauEmsRdDujH0yKA_k?authuser=0&hl=en&rclk=1,Software AG Australia,3.7,(3),Software company,·,,·,Level 11/10 Carrington St,Closed,· Opens 8:30 AM Wed,·,+61 2 9071 5600,http://www.softwareag.com/au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great people""",,,,
https://www.google.com/maps/place/SoftwareOne+Australia/data=!4m7!3m6!1s0x6b12ae46ba11df17:0x71a39a045d540f41!8m2!3d-33.8371064!4d151.2079364!16s%2Fg%2F11bccgslvr!19sChIJF98RukauEmsRQQ9UXQSao3E?authuser=0&hl=en&rclk=1,SoftwareOne Australia,4.7,(7),Software company,·,,·,16/65 Berry St,Closed,· Opens 9 AM Wed,·,+61 3 8799 2453,https://www.softwareone.com/en-au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Her exceptional dedication and effectiveness have been truly outstanding.""",,,,
https://www.google.com/maps/place/Virtua+Technologies/data=!4m7!3m6!1s0x6b12af662701afe3:0x1d7ad71fe24a1e3a!8m2!3d-33.8659457!4d151.20519!16s%2Fg%2F11hdgfff_4!19sChIJ468BJ2avEmsROh5K4h_Xeh0?authuser=0&hl=en&rclk=1,Virtua Technologies,5.0,(3),Software company,·,,Office 903/50 Clarence St,·,Open,· Closes 7 PM,,+61 451 309 844,http://www.virtuatechnologies.com.au/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Royal+Software+Pty+Ltd/data=!4m7!3m6!1s0x4baa4bed8272f57b:0x97cfbec61129468f!8m2!3d-33.9233545!4d151.044164!16s%2Fg%2F11v165nyvs!19sChIJe_Vygu1LqksRj0YpEca-z5c?authuser=0&hl=en&rclk=1,Royal Software Pty Ltd,5.0,(2),Software company,Closed,,· Opens 9 AM Wed,·,,,,+61 422 898 120,,,Directions,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""He made what could have been a complex and challenging task seem effortless.""",,,,
https://www.google.com/maps/place/SA+Software/data=!4m7!3m6!1s0x6b12afd8f407a6f3:0xb828583ee6117fad!8m2!3d-33.8785076!4d151.2076154!16s%2Fg%2F11kpybmqtj!19sChIJ86YH9NivEmsRrX8R5j5YKLg?authuser=0&hl=en&rclk=1,SA Software,5.0,(1),Computer support and services,·,,Suite 272A/398 Pitt St,·,Open,· Closes 7 PM,,+61 478 733 944,https://sasoftware.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Strongly recommended.""",,,,
"https://www.google.com/maps/place/Saigon+Technology+-+AI-Driven+Software+Development+Company+in+Sydney,+Australia/data=!4m7!3m6!1s0x6b12afb34696d6c5:0xc17ae8ec403217f7!8m2!3d-33.8770944!4d151.2064244!16s%2Fg%2F11y36ctl_x!19sChIJxdaWRrOvEmsR9xcyQOzoesE?authuser=0&hl=en&rclk=1","Saigon Technology - AI-Driven Software Development Company in Sydney, Australia",5.0,(2),Software company,·,,·,680 George St,Closed,· Opens 9 AM Wed,·,+61 2 8527 2436,https://saigontechnology.com/au/?utm_source=google_business&utm_medium=organic&utm_campaign=aus,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Their services is top notch.""",,,,
https://www.google.com/maps/place/Inspired+Software/data=!4m7!3m6!1s0x6b1285e9d454fd43:0x8afb2e3128340d2a!8m2!3d-33.7354077!4d150.6896849!16s%2Fg%2F11bysjr9wp!19sChIJQ_1U1OmFEmsRKg00KDEu-4o?authuser=0&hl=en&rclk=1,Inspired Software,5.0,(2),Software company,·,,·,Shop 2/47 Cassola Pl,Closed,· Opens 9 AM Wed,·,+61 1300 723 313,http://www.inspiredsoftware.com.au/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Felix+Short+Term+Rental+Automation+Software/data=!4m7!3m6!1s0x6b12ad494441ed0f:0x5158fa55c9b10bb!8m2!3d-32.205415!4d148.57561!16s%2Fg%2F11rb3__6gw!19sChIJD-1BREmtEmsRuxCbXKWPFQU?authuser=0&hl=en&rclk=1,Felix Short Term Rental Automation Software,5.0,(1),Software company,·,,,,Closed,· Opens 9 AM Wed,,+61 2 9055 7524,http://www.getfelix.com.au/,,Website,,Directions,,Online appointments,,,,
https://www.google.com/maps/place/Tritusa/data=!4m7!3m6!1s0x6b12ae4754e89db5:0x9b34d7ac6d87bb6b!8m2!3d-33.8637401!4d151.2021845!16s%2Fg%2F11bwdczy_m!19sChIJtZ3oVEeuEmsRa7uHbazXNJs?authuser=0&hl=en&rclk=1,Tritusa,4.9,(22),Software company,·,,·,"Tower One, Level 35/100 Barangaroo Ave",Closed,· Opens 9 AM Wed,·,+61 2 7233 1533,https://tritusa.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Would highly recommend to anyone who look for their better career growth.""",,,,
https://www.google.com/maps/place/Owitechs+PTY+LTD/data=!4m7!3m6!1s0xab4574e3b5681fd1:0xe4bfd7df501ea32c!8m2!3d-32.205415!4d136.1073692!16s%2Fg%2F11pz8c7n40!19sChIJ0R9oteN0RasRLKMeUN_Xv-Q?authuser=0&hl=en&rclk=1,Owitechs PTY LTD,5.0,(39),Software company,·,,,,Open,· Closes 5:30 PM,,+61 422 390 335,https://owitechs.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Experts in web development and end to end solutions.""",,,,
https://www.google.com/maps/place/Software+Site/data=!4m7!3m6!1s0x44a0b1a31e663527:0xbf5959cc17ca855c!8m2!3d-32.205415!4d148.57561!16s%2Fg%2F11swzk36rs!19sChIJJzVmHqOxoEQRXIXKF8xZWb8?authuser=0&hl=en&rclk=1,Software Site,5.0,(3),Computer software store,,,,,,,,+61 425 811 308,http://www.softwaresite.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Will be dealing with",Software,"Site again in the future.""",,
https://www.google.com/maps/place/Phocas+Software/data=!4m7!3m6!1s0x6b12b1c5d2c522b5:0x25b923e1abdbeb4b!8m2!3d-33.8677371!4d151.2016935!16s%2Fg%2F1q69xgpzs!19sChIJtSLF0sWxEmsRS-vbq-EjuSU?authuser=0&hl=en&rclk=1,Phocas Software,5.0,(2),Software company,·,,·,501/35 Lime St,Closed,· Opens 8 AM Wed,·,+61 1300 746 227,http://www.phocassoftware.com/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Orana+Software/data=!4m7!3m6!1s0x6b12a1921a77e19d:0x25960e742b12ddb6!8m2!3d9.3741102!4d-157.0928455!16s%2Fg%2F11q884mqt7!19sChIJneF3GpKhEmsRtt0SK3QOliU?authuser=0&hl=en&rclk=1,Orana Software,5.0,(1),Software company,·,,,,Closed,· Opens 9 AM Wed,,+61 1300 759 268,https://oranasoftware.com/,,Website,,Directions,,Online appointments,,,,
https://www.google.com/maps/place/Pentana+Solutions+-+New+South+Wales/data=!4m7!3m6!1s0x6b12a3219c9ac4db:0x5e341c3fa786107c!8m2!3d-33.8189878!4d151.0056642!16s%2Fg%2F11b6m10xqg!19sChIJ28SanCGjEmsRfBCGpz8cNF4?authuser=0&hl=en&rclk=1,Pentana Solutions - New South Wales,1.0,(2),Software company,·,,Level 2/16-18 Wentworth St,,,,,+61 3 9535 2222,http://www.pentanasolutions.com/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Ready+Software/data=!4m7!3m6!1s0x6b12a4e955a261d7:0xcdd174872caf9698!8m2!3d-32.205415!4d136.1073692!16s%2Fg%2F11bxgnx3zp!19sChIJ12GiVemkEmsRmJavLId00c0?authuser=0&hl=en&rclk=1,Ready Software,4.2,(5),Software company,·,,,,Closed,· Opens 8:30 AM Wed,,+61 1300 709 809,http://www.readysoftware.com.au/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Software+Combined+Group/data=!4m7!3m6!1s0x6b12afa56bd91809:0x2385e7363e82b367!8m2!3d-33.8668623!4d151.209658!16s%2Fg%2F11k6lpd80z!19sChIJCRjZa6WvEmsRZ7OCPjbnhSM?authuser=0&hl=en&rclk=1,Software Combined Group,5.0,(1),Software company,·,,·,Level 8/15 Castlereagh St,Closed,· Opens 9 AM Wed,,,https://softwarecombined.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great office, Great people""",,,,
https://www.google.com/maps/place/MeMate+-+Business+Management+Software/data=!4m7!3m6!1s0x6b12af31f279ef99:0x506ef878fb7a7561!8m2!3d-33.8791104!4d151.1966685!16s%2Fg%2F11pv608cpx!19sChIJme958jGvEmsRYXV6-3j4blA?authuser=0&hl=en&rclk=1,MeMate - Business Management Software,4.5,(13),Software company,·,,Unit 9 89/97 Jones St,·,Closed,· Opens 9 AM Wed,,+61 2 8080 2100,http://memate.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""MeMate is the great platform to automate the business processes!""",,,,
https://www.google.com/maps/place/Sri+Enterprise+Software/data=!4m7!3m6!1s0x6b12a31bbab8b35f:0x49b452a9c3c109ec!8m2!3d-33.810534!4d151.008509!16s%2Fg%2F11bwkd_86f!19sChIJX7O4uhujEmsR7AnBw6lStEk?authuser=0&hl=en&rclk=1,Sri Enterprise Software,5.0,(1),Software company,·,,25/17 Elizabeth St,·,Closed,· Opens 8 AM Wed,,+61 480 496 636,https://www.sri.com.au/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Centaur+Software+Development/data=!4m7!3m6!1s0x6b12ae21b2354b77:0x68f907620eadbc52!8m2!3d-33.885961!4d151.208396!16s%2Fg%2F1tdn47d5!19sChIJd0s1siGuEmsRUrytDmIH-Wg?authuser=0&hl=en&rclk=1,Centaur Software Development,4.7,(14),Software company,·,,·,507/410 Elizabeth St,Closed,· Opens 8 AM Wed,·,+61 2 9213 5000,https://www.centaursoftware.com.au/?utm_source=google-local&utm_medium=organic,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Centaur",Software,"has transformed the way we manage our dental operations.""",,
https://www.google.com/maps/place/Jade+Software+Corporation/data=!4m7!3m6!1s0x6b12ae6a23048e3d:0xff1a94a625179b02!8m2!3d-33.868225!4d151.2092631!16s%2Fg%2F11btsvfs3n!19sChIJPY4EI2quEmsRApsXJaaUGv8?authuser=0&hl=en&rclk=1,Jade Software Corporation,5.0,(1),Software company,·,,·,"Suite 33.06, Level 33/25 Martin Pl",Closed,· Opens 8:30 AM Wed,,,https://www.jadeworld.com/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Serendipity+Software+Pty+Ltd/data=!4m7!3m6!1s0x6b12ae1bfdd5e943:0x6ba5da43b4a508df!8m2!3d-33.8703405!4d151.1958134!16s%2Fg%2F1ptx5fzpw!19sChIJQ-nV_RuuEmsR3wiltEPapWs?authuser=0&hl=en&rclk=1,Serendipity Software Pty Ltd,5.0,(1),Software company,·,,Level 2/69-71 Edward St,·,Closed,· Opens 10 AM Wed,,+61 2 8060 1411,http://www.serendipity-software.com.au/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/DASH+Software+%28ROAR+Software%29/data=!4m7!3m6!1s0x6b12ae3e96aede77:0x8d4b92c98da02601!8m2!3d-33.8712305!4d151.2046325!16s%2Fg%2F12hrwh3t1!19sChIJd96ulj6uEmsRASagjcmSS40?authuser=0&hl=en&rclk=1,DASH Software (ROAR Software),4.9,(8),Software company,·,,·,Level 10/1 Market St,Closes soon,· 6 PM · Opens 9 AM Wed,·,+61 1300 726 008,https://dash.com.au/financial-adviser/financial-planning-software,,Website,,Directions,,,,,,
https://www.google.com/maps/place/MRI+Software+LLC/data=!4m7!3m6!1s0x6b12aedda91e2915:0xe7e39a603c20c8a4!8m2!3d-33.86675!4d151.2070605!16s%2Fg%2F1tdj4c94!19sChIJFSkeqd2uEmsRpMggPGCa4-c?authuser=0&hl=en&rclk=1,MRI Software LLC,3.7,(38),Software company,·,,·,Level 3/333 George St,Closed,· Opens 8:30 AM Wed,·,+61 1300 657 700,https://www.mrisoftware.com/au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""It provides enough to get buy but you do have to compromise expectations.""",,,,
https://www.google.com/maps/place/Stamina+Software/data=!4m7!3m6!1s0x6b733e4fa9371a77:0xc9a8a033da5bc9f0!8m2!3d-32.9250149!4d151.6228753!16s%2Fg%2F1v2f0pd9!19sChIJdxo3qU8-c2sR8Mlb2jOgqMk?authuser=0&hl=en&rclk=1,Stamina Software,5.0,(1),Software company,·,,Suite 3/17 Arnott St,·,Closed,· Opens 9 AM Wed,,+61 2 4953 8050,http://www.stamina.com.au/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Orana+Software+Pty+Ltd/data=!4m7!3m6!1s0x6b12a1eec5e42fd1:0xc2891a60ce93ef74!8m2!3d-33.7315604!4d150.9696141!16s%2Fg%2F11y3d6sd6j!19sChIJ0S_kxe6hEmsRdO-TzmAaicI?authuser=0&hl=en&rclk=1,Orana Software Pty Ltd,5.0,(1),Software company,·,,Level 5/2 Columbia Ct,,,,,+61 8775056726,http://oranastay.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Amazing company!""",,,,
https://www.google.com/maps/place/APS+Software/data=!4m7!3m6!1s0x6b12aef212eaaaab:0xe6f78c3b9d7e7825!8m2!3d-32.205415!4d148.57561!16s%2Fg%2F11j41b9pkv!19sChIJq6rqEvKuEmsRJXh-nTuM9-Y?authuser=0&hl=en&rclk=1,APS Software,4.4,(7),Software company,,,,,,,,+61 2 9965 1300,https://www.aps-software.com/?utm_medium=google&utm_source=organic&utm_campaign=google%20my%20business,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great to deal with someone so well knowledegable in their field.""",,,,
https://www.google.com/maps/place/Software+Integrators/data=!4m7!3m6!1s0x6b12ae1796d75859:0x88bc6fee51ee6528!8m2!3d-33.878729!4d151.2122731!16s%2Fg%2F1tghpr4w!19sChIJWVjXlheuEmsRKGXuUe5vvIg?authuser=0&hl=en&rclk=1,Software Integrators,5.0,(1),Software company,·,,level 10/162 Goulburn St,·,Closed,· Opens 9 AM Wed,,+61 2 9267 5556,http://www.softint.com.au/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/Software+%26+Data/data=!4m7!3m6!1s0x6b12ae8d40c7d0ab:0xb1911584b17799dc!8m2!3d-33.8398031!4d151.2115633!16s%2Fg%2F11cn94w89p!19sChIJq9DHQI2uEmsR3Jl3sYQVkbE?authuser=0&hl=en&rclk=1,Software & Data,5.0,(1),Software company,·,,275 Alfred Street,·,Closes soon,· 6 PM · Opens 9 AM Wed,,+61 1300 308 897,https://softwareanddata.com/,,Website,,Directions,,,,,,
