place_id,business_name,address,phone_raw,whatsapp_number,email,website,rating,review_count,category,lead_quality,scraped_date
ChIJRbeN2cpb4joRW9nAbYtWjpU,Cecil Arseculeratne & Co.,"121/3 Kirulapone Ave, Colombo 00500, Sri Lanka",0112 514 380,,sec@cecilarseculeratne.com,http://www.cecilarseculeratne.com/,5,7,HIGH_VALUE,HOT,2025-09-29 02:08:58
ChIJB5Uc_z9Z4joRVfpPOI3qa8Y,Qcontra (Pvt) Ltd,"88/24, Wekanda Road, Slave Island, Colombo 00200, Sri Lanka",077 789 2966,94777892966,romeshlogan@gmail.com,http://www.qcontra.com/,5,5,HIGH_VALUE,HOT,2025-09-29 02:09:04
ChIJ88xPDgdZ4joR2jidVO8aFsA,Vida Clinic & Ambulance Service,"33 Deal Pl - A, Colombo 00300, Sri Lanka",0112 576 576,,info@vida.lk,http://www.vida.lk/,5,192,HIGH_VALUE,HOT,2025-09-29 02:09:11
ChIJeTPTRHVZ4joR8gez0_nvdPM,Azeez Medical Centre,"1055/3 Maradana Rd, Colombo 00800, Sri Lanka",077 722 5533,94777225533,,,5,3,HIGH_VALUE,HOT,2025-09-29 02:09:22
ChIJHfJwVwBZ4joRgX5oEcQga_I,Happy Smiles Dental,"39 Bagatalle Rd, Colombo 00300, Sri Lanka",077 754 7096,94777547096,support@domain.com,http://www.happysmiles.lk/,5,49,HIGH_VALUE,HOT,2025-09-29 02:09:47
ChIJ2x195FJZ4joRccoVolh_GLs,Danthaja Premium Dental Chambers,"Galle Face Mall L5-28 1A, Central Road, Colombo 00200, Sri Lanka",070 299 9666,94702999666,,https://danthajadentalchambers.com/,5,439,HIGH_VALUE,HOT,2025-09-29 02:09:58
ChIJ-322qBZa4joRXLDLuoVJd2g,Smile Dental Hospitals,"932 Kotte Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",077 748 2848,94777482848,,https://dental.lk/,5,149,HIGH_VALUE,HOT,2025-09-29 02:10:09
ChIJRygWVwBb4joR-QvRG4w0pSo,TRY DENT DENTAL SURGERY & IMPLANT CENTER,"No.197/4 Wijekumarathunga RD, Colombo 00600, Sri Lanka",076 725 9002,94767259002,,http://wa.me/94767259002,5,47,HIGH_VALUE,HOT,2025-09-29 02:10:17
ChIJnbFkVF9F4joReiKVVpo1A3g,Encyte (Pvt) Ltd.,"181 - 1/3 Canal Ln, Colombo 10350, Sri Lanka",0117 209 735,,info@encyteus.com,https://encyte.io/,5,32,OTHER,HOT,2025-09-29 02:10:44
ChIJ-8yOekRZ4joRj-l_I6ddYkg,Binary Technologies International,"No.92, First floor Capital Trust Tower 3, Glennie St, Colombo 00200, Sri Lanka",076 870 8701,94768708701,,http://binarytechnologies.io/,5,9,HIGH_VALUE,HOT,2025-09-29 02:10:50
ChIJ1zA-2olZ4joR9AQSQShS-1U,LIFTR - Strength & Conditioning Gym | Colombo,"2 a Sir Ernest de Silva Mawatha, Colombo 00300, Sri Lanka",070 152 5700,94701525700,Coaching@liftr.fit,https://www.liftr.fit/,5,142,LOCAL_BUSINESS,HOT,2025-09-29 02:12:47
ChIJgTH5AwBb4joRimrKr2HvHrg,Rebuild Fitness & Wellness Centre- Gym,"84 Thimbirigasyaya Rd, Colombo 00500, Sri Lanka",077 748 3734,94777483734,,,5,68,LOCAL_BUSINESS,HOT,2025-09-29 02:12:48
ChIJp98zkMZZ4joRddDtfGw_xfM,Doctor Performance (DRP) - Gym / Fitness Studio,"74 Rosmead Pl, Colombo 00700, Sri Lanka",077 712 7861,94777127861,user@domain.com,https://www.doctorperformance.co.uk/,5,41,LOCAL_BUSINESS,HOT,2025-09-29 02:12:51
ChIJ9WAxHABb4joR4SlHSG4etgY,Revolucion Leisure Hub,"16 Dehiwala Road, Pepiliyana - Dehiwela Rd, Nugegoda 10290, Sri Lanka",0112 732 332,,hub@revolucion-fitness.com,https://revolucion-fitness.com/,5,337,LOCAL_BUSINESS,HOT,2025-09-29 02:12:56
ChIJL6vJochb4joR4do-xfUuJp0,Fitness Plus Gyms Nawala,"281 Nawala Rd, Sri Jayawardenepura Kotte 00500, Sri Lanka",077 723 2425,94777232425,Info@fitnessplus.lk,https://fitnessplus.lk/,5,7,LOCAL_BUSINESS,HOT,2025-09-29 02:13:03
ChIJ803yNqLFNY0R5NyL-MFJ52o,Colombo Breakdown Services & Mobile Mechanic,"243 Sri Vajiragnana Mawatha, Colombo 00900, Sri Lanka",077 318 6086,94773186086,,,5,17,LOCAL_BUSINESS,HOT,2025-09-29 02:13:38
ChIJwTHPfg9Z4joR6fMUNIlipJ8,Motorbike Repairs & 24/7 Breakdown Services - Ernest Perera,"64/4 Cross Rd, Colombo 00800, Sri Lanka",075 093 3045,94750933045,,https://www.facebook.com/ernest.perera.31,5,4,LOCAL_BUSINESS,HOT,2025-09-29 02:13:50
ChIJH9L-ba5b4joRlgfvqPj2A5c,"360 Accountants-Company and Business Registration, Colombo","Unit No, Vish towers, 4/1 Muhandiram Ln, Dehiwala-Mount Lavinia 10350, Sri Lanka",075 643 1602,94756431602,,https://360accountants.lk/,5,6,OTHER,HOT,2025-09-29 02:14:33
ChIJMecFUaVg-ScRNGO8s7bKIWE,Sri Lankan Cab Service,"30 Deanston Pl, Colombo 00300, Sri Lanka",077 078 2464,94770782464,Info@Srilankancabservice.com,https://www.srilankancabservice.com/,5,168,OTHER,HOT,2025-09-29 02:14:43
ChIJ42jwpaVb4joRoj6psg0z2wE,DropZone – Drink and Drive Service Colombo,"Y.M.B.A 70 D. S. Senanayake Mawatha, Colombo 00800, Sri Lanka",076 691 6605,94766916605,dropzonepartners@gmail.com,https://drop-zone-ws6r.b12sites.com/index#home,5,67,OTHER,HOT,2025-09-29 02:14:52
ChIJ26lU3cdb4joRgbYIvbuhBPU,Battery Jumpstart Services - D Auto Recovery - Colombo,"Wellawatte, Colombo 00600, Sri Lanka",075 394 7793,94753947793,,,5,5,LOCAL_BUSINESS,HOT,2025-09-29 02:14:57
ChIJh66BlIdR4joRJTs2CD6dDP4,Colombo Ambulance - Ronim ambulance service,"293 Thalapathpitiya Rd, Nugegoda, Sri Lanka",070 205 5055,94702055055,,https://ronimambulance.lk/,5,60,OTHER,HOT,2025-09-29 02:14:59
ChIJp5Ac_Blb4joRE1uoZ7m35IA,Inbound Hype | Public Sector Communications Agency | South Asia,"Level 37, WTC West Tower, 1 Bank of Ceylon Mawatha, Colombo 00100, Sri Lanka",0112 612 800,,contact@inboundhype.com,https://inboundhype.com/,4.9,96,OTHER,HOT,2025-09-29 02:07:39
ChIJvyakx11X4joRt7_JEOhOL2Q,"Kelum K. Hewage Attorney-At-Law, Former Coordinating Secretary To The Minister Of Higher Education","301/4B Gangulawatta Rd, Kaduwela, Sri Lanka",077 777 1154,94777771154,kelumhewage@googlemail.com,https://sites.google.com/view/kelum-k-hewage-attorney-at-law/,4.9,138,HIGH_VALUE,HOT,2025-09-29 02:08:27
ChIJ9d1VfzNa4joR8Ek_WrWcnnk,Jayasinghe & Company,"94, 12 2nd Ln, Colombo 00500, Sri Lanka",0112 512 514,,Audit@aajco.lk,http://www.aajco.lk/,4.9,40,HIGH_VALUE,HOT,2025-09-29 02:08:35
ChIJS_wMwRNZ4joRN4s78SzYXdI,Sumudu BPO (Pvt) Ltd,"No: 1043, 1/2 Maradana Rd, Colombo 00800, Sri Lanka",0117 533 633,,Info@sumudubpo.com,https://sumudubpo.lk/,4.9,35,HIGH_VALUE,HOT,2025-09-29 02:08:48
ChIJ05qLDlBa4joR65js6VoXhBk,Cosmetic Dental Care International,"8 St Joseph's Rd, Nugegoda 10250, Sri Lanka",077 780 1298,94777801298,info@cosmeticdentalcareinternational.com,https://www.cosmeticdentalcareinternational.com/,4.9,639,HIGH_VALUE,HOT,2025-09-29 02:10:16
ChIJA_79j-RY4joR5WVp5MWw_w8,IT MARTX (PVT) LTD,"4th Floor, 200 George R. De Silva Mawatha, Colombo 00130, Sri Lanka",070 144 9779,94701449779,info@itmartx.com,https://www.itmartx.com/,4.9,66,LOCAL_BUSINESS,HOT,2025-09-29 02:10:30
ChIJhaE1FrpZ4joRHb5tIm9y_Bc,Tonic Wellness - Marino Mall,"7th floor, Marino Mall, 590 Galle Rd, Colombo 00300, Sri Lanka",078 470 8987,94784708987,info@tonic-wellness.com,http://www.tonic-wellness.com/,4.9,851,LOCAL_BUSINESS,HOT,2025-09-29 02:12:00
ChIJq4ugD8xb4joROpnV_mtx8gs,Resistance Gym,"Colts Cricket Club, 2nd Floor, Colombo 00500, Sri Lanka",074 192 5335,,info@resistance.lk,https://resistance.lk/,4.9,111,LOCAL_BUSINESS,HOT,2025-09-29 02:12:42
ChIJOSxqAMxb4joRxIYOuXafiZ8,Leap Yard,"513-A Galle Rd, Colombo 10350, Sri Lanka",077 535 6277,94775356277,,,4.9,115,LOCAL_BUSINESS,HOT,2025-09-29 02:12:52
ChIJp1o-RpJZ4joRT-zSK0aWJoI,Goal's Gym Rajagiriya,"27 Rajagiriya Rd, Colombo 10107, Sri Lanka",076 345 4848,94763454848,,,4.9,508,LOCAL_BUSINESS,HOT,2025-09-29 02:12:57
ChIJ6-EOivdZ4joROW17U8brpz8,The Shopping Kingdom,"181A Dutugemunu St, Nugegoda 10250, Sri Lanka",077 909 5666,94779095666,info@shoppingkingdom.lk,https://shoppingkingdom.lk/,4.9,174,LOCAL_BUSINESS,HOT,2025-09-29 02:13:26
ChIJd0cZMQBZ4joRXZoY603X2b8,WE FIX repairing partner,"No 12 Keyzer St, Colombo 01100, Sri Lanka",077 330 0905,94773300905,,http://www.wefix.lk/,4.9,13,LOCAL_BUSINESS,HOT,2025-09-29 02:13:44
ChIJzaVrC31b4joRlwMsPj-WBtc,"J.S TV, LED,LCD repairing","VV7C+22C, Colombo 10350, Sri Lanka",075 230 2625,94752302625,,,4.9,59,LOCAL_BUSINESS,HOT,2025-09-29 02:13:49
ChIJv3hW5btp4zoR_Aqby-qBR-8,Industrial Electronic Repairs & Engineering Solutions PVT LTD,"Buthgamuwa Rd, Colombo 10600, Sri Lanka",077 027 9353,94770279353,jcbtronix@gmail.com,http://www.iereng.com/,4.9,68,HIGH_VALUE,HOT,2025-09-29 02:13:57
ChIJD3OvYzdZ4joRdhfjABNie8E,Cambridge College of Business and Management,"13 De Fonseka Pl, Colombo 00400, Sri Lanka",077 055 0033,94770550033,,http://ccbm.lk/,4.9,691,OTHER,HOT,2025-09-29 02:14:02
ChIJOS-S5l1b4joRQ4Do6ObKTKI,Taxi service in srilanka,"285/4 Colombo Plan Rd, Colombo 00300, Sri Lanka",076 495 8111,94764958111,,https://taxiserviceinsrilanka.com/,4.9,92,OTHER,HOT,2025-09-29 02:14:56
ChIJj6Cl8q5b4joRdq-WfgHbHq8,Echt Social,"4th Ln, Colombo 10100, Sri Lanka",077 566 2162,94775662162,dd@echtsocial.com,http://www.echtsocial.com/,4.8,21,OTHER,HOT,2025-09-29 02:07:50
ChIJvS6mHKdb4joR4tii-U8R3Rg,JAWAAMIL ASSOCIATES Head office (chartered accountants),"11 St Alban's Pl, Colombo 00400, Sri Lanka",0112 596 000 ext. 2596001,,ja@amjawaamil.com,http://www.jawaamilassociates.com/,4.8,39,HIGH_VALUE,HOT,2025-09-29 02:08:38
ChIJf91X8TJa4joRxZ4mbfExmPk,B R De Silva & Company,"Narahenpita Rd, Colombo 00500, Sri Lanka",0114 510 268,,brds@eureka.lk,http://www.brdesilva.com/,4.8,21,HIGH_VALUE,HOT,2025-09-29 02:08:44
ChIJa5VGRA5Z4joR9wdzsy-naDQ,Deen & Company Chartered Accountants,"Ven Baddegama Wimalawansa Mawatha, Colombo 01000, Sri Lanka",077 229 0651,94772290651,,,4.8,12,HIGH_VALUE,HOT,2025-09-29 02:08:59
ChIJfbh3XIxb4joRDfAdaGXRueQ,Align Dental Care (Pvt) Ltd | Dentist in Colombo | Dental clinic in Colombo,"Level 01, 34C Sri Saranankara Rd, Dehiwala-Mount Lavinia 10350, Sri Lanka",077 724 2476,94777242476,info@aligndentalcare.lk,https://www.aligndentalcare.lk/,4.8,373,HIGH_VALUE,HOT,2025-09-29 02:09:51
ChIJEdqn2ctb4joRfNEBB74pO5g,Dental Square - Best Dental Clinic in Sri Lanka,"33 Peterson Ln, Colombo 00600, Sri Lanka",077 777 9437,94777779437,dentalsqaurecolombo@gmail.com,https://dentalsquare.lk/,4.8,94,HIGH_VALUE,HOT,2025-09-29 02:10:08
ChIJOxieg5hb4joRRvr6ryN7hLg,DENTz AVENUE Dental Care & Implant Center,"280 Pitakotte - Talawatugoda Rd, Colombo 10100, Sri Lanka",0117 079 088,,info@dentzavenue.com,http://www.dentzavenue.com/,4.8,555,HIGH_VALUE,HOT,2025-09-29 02:10:24
ChIJ8Rg3wGlZ4joRX4dRRbgHgKs,Sysco LABS Sri Lanka,"55A Srimath Anagarika Dharmapala Mawatha, Colombo 00300, Sri Lanka",0112 024 500,,slinfo@sysco.com,http://syscolabs.lk/,4.8,351,OTHER,HOT,2025-09-29 02:10:48
ChIJ34xx04ZZ4joRmvtJDe93sXg,The Islander,"ITC Ratnadipa, a Luxury Collection Hotel, Colombo, 21 Galle Face Center Rd, Colombo 00100, Sri Lanka",0114 999 111,,reservations@itchotels.in,https://www.itchotels.com/in/en,4.8,232,LOCAL_BUSINESS,HOT,2025-09-29 02:10:58
ChIJpX_cPJ9Z4joRny20_LRdj-U,Avartana,"ITC Ratnadipa, a Luxury Collection Hotel, Colombo, 21 Galle Face Center Rd, Colombo 00100, Sri Lanka",0114 999 111,,reservations@itchotels.in,https://www.itchotels.com/in/en,4.8,61,LOCAL_BUSINESS,HOT,2025-09-29 02:11:28
ChIJGcnq3GlZ4joRy470EGb016w,Thusare Talking Hands,"7, 103/12 Srimath Anagarika Dharmapala Mawatha, Colombo 00700, Sri Lanka",071 777 6960,94717776960,info@thusare.info,http://thusare.info/,4.8,570,LOCAL_BUSINESS,HOT,2025-09-29 02:12:38
ChIJ7c2KCCtZ4joRvCg-wff8uIs,Next level fitness,"149/2 Jampettah St, Colombo 00130, Sri Lanka",071 604 7967,94716047967,,https://www.instagram.com/next_level_fitness_nutrition?igsh=MTB0cWlrcDNsMjhoMQ==,4.8,18,LOCAL_BUSINESS,HOT,2025-09-29 02:12:57
ChIJNdKnsIpa4joRNeCT2NF6dHw,NCS online store,"31 Old Kesbewa Rd, Nugegoda 12050, Sri Lanka",077 282 0842,94772820842,,http://www.ncs.lk/,4.8,115,LOCAL_BUSINESS,HOT,2025-09-29 02:13:35
ChIJWe7MIEZZ4joREQD74eW1rlk,Breakdown Service,"113 A, 007 Kynsey Rd, Colombo 00500, Sri Lanka",077 713 9441,94777139441,info@breakdownservice.lk,https://www.breakdownservice.lk/,4.8,101,LOCAL_BUSINESS,HOT,2025-09-29 02:13:41
ChIJUYqoPv5b4joRE7c8KSFfyLA,Laptop Lab Repair (PVT) Ltd,"Unity Plaza, No 06 Lower Ground Floor, Colombo 00400, Sri Lanka",077 305 3671,94773053671,,,4.8,21,LOCAL_BUSINESS,HOT,2025-09-29 02:13:51
ChIJwb0mmbBb4joRquPvFib6oQ8,Your Driver Sri Lanka,"90/2, Peterson lane, Wellawatta, Colombo 06 00600, Sri Lanka",077 457 5937,94774575937,,http://www.yourdriversrilanka.com/,4.8,56,OTHER,HOT,2025-09-29 02:15:03
ChIJNXX8AANZ4joROWK7bCTDA8E,Marlbo Trading Company,"No.24 Abdul Caffoor Mawatha, Colombo 00300, Sri Lanka",0112 576 999,,marlbo@sltnet.lk,http://www.marlbo.net/,4.8,1747,LOCAL_BUSINESS,HOT,2025-09-29 02:15:14
ChIJ4XuGFdxb4joRarileevmpTI,Loops Integrated,"2B Sulaiman Terrace, Colombo 00500, Sri Lanka",075 525 3006,94755253006,,http://www.loops.lk/,4.7,67,OTHER,HOT,2025-09-29 02:07:48
ChIJwf6-dzla4joR50ska7QzStk,eMarketingEye (Pvt) Ltd,"Level 29, MAGA ONE, No.200, Narahenpita - Nawala Rd, 00500, Sri Lanka",0112 151 200,,sales@emarketingeye.com,https://www.emarketingeye.com/,4.7,98,HIGH_VALUE,HOT,2025-09-29 02:07:49
ChIJlz3gA9Jb4joRMylis-zkD_Q,Seven Media Group,"98 Havelock Rd, Colombo 00500, Sri Lanka",0112 500 190,,info@website.com,https://sevenmediagroup.com/,4.7,41,OTHER,HOT,2025-09-29 02:07:54
ChIJaYkNbmFZ4joRetTlHv7bC6k,Jasmin Media,"61 Ananda Coomaraswamy Mawatha, Colombo 00300, Sri Lanka",077 215 0505,94772150505,,https://jasmin-media.com/,4.7,26,OTHER,HOT,2025-09-29 02:08:04
ChIJKRbYdAFb4joRgAcL8AS5HMk,Rameez Basheer Law Firm,"30B Waidya Rd, Dehiwala-Mount Lavinia 10350, Sri Lanka",077 747 9799,94777479799,,https://instagram.com/rbassociates77?igshid=OGQ5ZDc2ODk2ZA==,4.7,34,HIGH_VALUE,HOT,2025-09-29 02:08:33
ChIJ7eIWPaFb4joRRhFRkOUujGY,Ledgerwall (Pvt) Ltd,"10 Raymond Rd, Nugegoda 10250, Sri Lanka",077 764 1888,94777641888,info@ledgerwall.lk,https://ledgerwall.lk/,4.7,36,HIGH_VALUE,HOT,2025-09-29 02:09:00
ChIJ27Vt8JlPRBARFdNZZr8WjG8,Xiteb Pvt Ltd,"123 2/1, 2nd Floor, McLarens Building, Bauddhaloka Mw Colombo 4, Colombo 00400, Sri Lanka",0114 347 575,,hello@xiteb.com,http://www.xiteb.com/,4.7,238,OTHER,HOT,2025-09-29 02:10:26
ChIJmWwHm2dZ4joRXhpGaIlMMRc,Cambio Software,"524 R. A. De Mel Mawatha, Colombo, Sri Lanka",0112 376 500,,info@cambio.lk,http://www.cambio.lk/,4.7,250,HIGH_VALUE,HOT,2025-09-29 02:10:28
ChIJi6HR_GZZ4joRlsJOuI4abTY,99x,"65 Walukarama Rd, Colombo 00300, Sri Lanka",0114 721 194,,tomas.santos@99x.io,https://99x.io/,4.7,340,OTHER,HOT,2025-09-29 02:10:31
ChIJxXU3dxBZ4joRnUItMGUbo_E,CodeGen International (Pvt) Ltd,"Trace Expert City, Bay 1-5 Maradana Rd, Colombo 01000, Sri Lanka",0112 024 400,,sales@codegen.co.uk,http://www.codegen.co.uk/,4.7,492,OTHER,HOT,2025-09-29 02:10:43
ChIJR8hyia9b4joRv90kApfuQo0,Intervest Software Technologies,"Level 23, 324 Havelock Rd, Colombo 00600, Sri Lanka",0112 081 880,,info@intervest.lk,http://www.intervest.lk/,4.7,59,HIGH_VALUE,HOT,2025-09-29 02:10:45
ChIJaWB8tjBZ4joR-LBewBqxg6E,Cuisine Colombo - Gregory's Road,"51 R.G. Senanayake Mawatha, Colombo 00700, Sri Lanka",070 700 7777,94707007777,info@cuisinecolombo.lk,http://www.cuisinecolombo.lk/,4.7,834,LOCAL_BUSINESS,HOT,2025-09-29 02:11:04
ChIJR9B65k9Z4joRsXoRZvapipU,Breathe Day Spa,"16, 14 Albert Cres, Colombo 00700, Sri Lanka",077 244 4888,94772444888,shout@breathe-spa.com,http://www.breathe-spa.com/,4.7,301,LOCAL_BUSINESS,HOT,2025-09-29 02:12:10
ChIJ7fWlKh1b4joRgO6HyTp8Kos,SWASTHYA WELLNESS SPA - MaRadha Colombo,"31, St Kilda's Lane, Marine Drive, Colombo 00300, Sri Lanka",070 654 3270,94706543270,,https://maradha.lk/spa-colombo-hotel-maradha/,4.7,37,LOCAL_BUSINESS,HOT,2025-09-29 02:12:29
ChIJ66Lcc4lZ4joRnT6D0K7pWhM,Sandares Spa,"25-1/1 New Kolonnawa Rd, Kolonnawa 10600, Sri Lanka",076 859 6119,94768596119,,https://www.facebook.com/SpaSandares,4.7,14,LOCAL_BUSINESS,HOT,2025-09-29 02:12:31
ChIJMwfUCQ9Z4joR7yCkox1gYtg,Fitness First LK - Moors Sports Club (women / ladies only Gym and Unisex Gym),"Muttiah Rd, Colombo 00200, Sri Lanka",0112 121 755,,fitnessfirstcolombo@gmail.com,http://www.fitnessfirst.lk/,4.7,51,LOCAL_BUSINESS,HOT,2025-09-29 02:12:49
ChIJhW4UQJBZ4joRydLsKWmiEPA,GRIT Sports & Fitness,"623/24, Rajagiriya Udyanaya, Kotte, Colombo, Sri Lanka",071 017 5308,94710175308,,,4.7,50,LOCAL_BUSINESS,HOT,2025-09-29 02:12:55
ChIJOQyhYbpb4joRmJl739wRxuc,e-REPAIRS,"2C International Buddhist Centre Rd, Colombo 00600, Sri Lanka",077 735 5866,94777355866,,,4.7,81,LOCAL_BUSINESS,HOT,2025-09-29 02:14:00
ChIJxfAXnXlZ4joRds66FCrMesc,Colombo burner's gas cooker repair and service,"204/2 St antonys rd, Colombo 00300, Sri Lanka",072 861 1976,94728611976,,,4.7,42,LOCAL_BUSINESS,HOT,2025-09-29 02:14:01
ChIJHbeRiHNZ4joR0nWUbtrJg54,CSBM Campus,"388/1B Kaduwela Rd, Malabe, Sri Lanka",0112 790 853,,info@csbm.edu.lk,https://csbm.edu.lk/,4.7,36,OTHER,HOT,2025-09-29 02:14:04
ChIJOYZ9hVBZ4joRZpfU7N8G8SM,Taxi.lk,"No 40/14 3, 1 Buller's Lane, Colombo 00700, Sri Lanka",077 799 5599,94777995599,info@taxi.lk,https://www.taxi.lk/,4.7,181,OTHER,HOT,2025-09-29 02:14:54
ChIJgZyUch1Z4joRvq-OJ2d9MUA,Reliance Trading Company,"446 Old Moor St, Colombo 01000, Sri Lanka",0112 424 001,,info@reliancetrading.lk,http://www.reliancetrading.lk/,4.7,64,OTHER,HOT,2025-09-29 02:15:25
ChIJH7ngt3VZ4joRjsWsCoDVBo8,Pixel Clear (Pvt) Ltd,"29 Negombo Rd, Mirigama, Sri Lanka",077 284 1457,94772841457,support@pixelclear.lk,http://www.pixelclear.lk/,4.6,51,OTHER,HOT,2025-09-29 02:08:07
ChIJFbFDV8Rb4joRY47RkIdMFac,GAJMA & CO,"Nandana Gardens, Colombo 00400, Sri Lanka",0112 597 898,,contact@gajma.com,http://www.gajma.com/,4.6,27,HIGH_VALUE,HOT,2025-09-29 02:08:42
ChIJKc5zCmlZ4joRC41RqWwq3JE,Kreston Sri Lanka,"1st & 2nd Floor Advantage Building, 74A Srimath Anagarika Dharmapala Mawatha, Colombo 00700, Sri Lanka",0112 323 572,,info@kreston.lk,http://www.kreston.lk/,4.6,29,HIGH_VALUE,HOT,2025-09-29 02:08:52
ChIJZZGWSAZZ4joRa9qsMAOipS8,Medispot (Pvt) Ltd,"329 Jayantha Weerasekara Mawatha, Colombo 01000, Sri Lanka",0112 543 398,,info@medispot.lk,http://www.medispot.lk/,4.6,274,OTHER,HOT,2025-09-29 02:09:26
ChIJaVBaKNFb4joRsxZl3Og5U2E,Inova IT Systems (Pvt) Ltd,"5 Sulaiman Terrace, Colombo 00500, Sri Lanka",0112 593 823,,info@inovaitsys.com,https://inovaitsys.com/,4.6,136,OTHER,HOT,2025-09-29 02:10:27
ChIJ0elsw_tZ4joRa2fnG_2CJzs,Indian Ocean Pavilion,"ITC Ratnadipa, a Luxury Collection Hotel, Colombo, 21 Galle Face Center Rd, Colombo 00100, Sri Lanka",0114 999 111,,reservations@itchotels.in,https://www.itchotels.com/in/en,4.6,324,LOCAL_BUSINESS,HOT,2025-09-29 02:11:00
ChIJ5-afUctZ4joReiSzxokC5rI,Virticle by Jetwing,"Access Towers, 278 Union Pl, Colombo 01000, Sri Lanka",070 735 5355,94707355355,fnb@virticlebyjetwing.com,https://www.virticlebyjetwing.com/,4.6,804,LOCAL_BUSINESS,HOT,2025-09-29 02:11:03
ChIJl6ZWYzhb4joRf-VJ_fj_i2I,La Luna Colombo,"124 Lauries Rd, Colombo 00400, Sri Lanka",077 887 4430,94778874430,,https://www.instagram.com/la_luna.pizzeria.coffee,4.6,815,LOCAL_BUSINESS,HOT,2025-09-29 02:11:06
