place_id,name,address,raw_phone,wa_number,website,rating,user_ratings_total,place_types,price_level,scraped_at
ChIJ22h-7WNa4joRHY7hak9QCKY,Breeze of Paradise (Pvt) Ltd,"35/8A Meegahawatta Rd, Nugegoda, Sri Lanka",077 772 5985,94777725985,http://www.breezeofparadise.com/contactus.php?nav=contact,4.6,129,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ4Zy4nvJa4joRus8-BHWzReU,Lalix Hotel Colombo,"6/4 Dias Terrace, Raththanapitiya, Boralesgamuwa 10290, Sri Lanka",077 918 9193,94779189193,,4.4,45,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJBRbjqIJa4joRmfY1WUZjJeI,Aloka General Trading,"6/7, Benwinton Gardens, Suramya Mawatha, Wattegedara Rd, Maharagama 10280, Sri Lanka",077 311 4911,94773114911,http://www.alokageneraltrading.com/,5,27,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJKVKLrXhQ4joRwZPNUZIfmN4,21st Century Interiors Private Limited,"#244/1, Wattegedara, Avissawella Rd, Maharagama 10280, Sri Lanka",077 731 4850,94777314850,,4,1,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ6bRQFoZQ4joR5R9-Po6KQvM,Genuine T-shirt (Pvt) Ltd.,"28/A Jayanthi Mw, Pamunuwa Rd, Maharagama 10280, Sri Lanka",077 666 9246,94776669246,https://web.facebook.com/genuinetshirts,4.6,39,"clothing_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJBcp8Xo5a4joRImNbJlfK_9I,Ceylon Keyman (Pvt) Ltd,"Room 11, No 115/1, GH Perera Avenue,, Raththanapitiya, Boralesgamuwa,, Colombo 10290, Sri Lanka",076 442 4123,94764424123,,4,2,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ0eyRGnlQ4joRhRexxxEDsYI,Commercial Bank Maharagama Branch,"No 154 High Level Rd, Maharagama 10280, Sri Lanka",0112 844 914,,http://www.combank.lk/,3.4,103,"atm, bank, finance, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJeY1vSY9a4joR7VmP4jBtlt8,Silent Hands Productions,"113/17A Soratha Mawatha, Gangodawila, Nugegoda 10250, Sri Lanka",071 731 3993,94717313993,http://www.silent-hands.com/,,,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJNaaQGGda4joRWFQfyv_lyVk,Union Assurance-Nugegoda,"376 High Level Rd, Nugegoda 10250, Sri Lanka",0112 815 511,,http://www.unionassurance.com/,3.4,12,"insurance_agency, point_of_interest, health, establishment",,2025-09-28 03:41:21
ChIJGR67I31a4joRcPnaJUdOeaw,Mahamevnawa Anagarika Asapuwa Nugegoda,"41, Sri Wijerama Ln, Nugegoda 10250, Sri Lanka",071 555 6666,94715556666,https://www.mahamegha.lk/,4.6,50,"book_store, place_of_worship, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJuyYNCXlQ4joRj0enRDH17aY,IBA Campus (Pvt) Ltd,"RWXF+V6V, Avissawella Rd, Maharagama 10280, Sri Lanka",0114 976 976,,http://www.iba.lk/,3.8,13,"university, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJBaQion9a4joRxPLn1oDcdg0,Tradparc,"44, 12 Jayagath Rd, Maharagama 10280, Sri Lanka",077 362 7092,94773627092,http://www.tradparc.com/,4.3,6,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJFbeWAYla4joRuR197qZP3xQ,ITRC (Information Technology Resource Centre) 2nd Floor,"FMSC Rd, Nugegoda 10250, Sri Lanka",0112 758 772,,http://itrc.sjp.ac.lk/,4,5,"university, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ61S43kFa4joRGKOpuIrNyzc,Digi Media Production (pvt) Ltd,"275/14 Colombo - Horana Rd, Boralesgamuwa 10290, Sri Lanka",077 317 2752,94773172752,,4.7,32,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJH6IjAH1Q4joRTYT6WRrRK9Y,CIB Curtains,"101, Pamunuwa Rd,, VW4G+8FH, 2nd Ln, Maharagama 10280, Sri Lanka",0112 840 186,,http://www.cibcurtains.com/,4,495,"general_contractor, home_goods_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJk3QsSX1a4joRDO-HD30GZT8,Ichiro Motoring - HOTLINE,"DELKANDA, 567 High Level Rd, නුගේගොඩ 10250, Sri Lanka",0114 848 128,,https://www.samadema.lk/,3.6,94,"car_repair, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJH56MJYxa4joRCAn1FfsdOb0,ITSL Information Tecnology Service Onlin,"Nugegoda Delkanda Apartment, No 13 , 1st Lane , Old Kesbewa Road , Delkanda, Boralesgamuwa, Sri Lanka",071 442 4775,94714424775,http://www.itsrilanka.com/,,,"electronics_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ22L9enBa4joRptj3_Grq-VI,moon world celluler center,"B530, Nugegoda 10280, Sri Lanka",0114 582 394,,,,,"store, restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJM2W8CnlQ4joRIA7vUZYb_0c,Rocell - Maharagama Showroom,"Elhena Rd, Maharagama 10280, Sri Lanka",0114 319 514,,https://rocell.com/en,4.1,54,"general_contractor, home_goods_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJYTNszoBa4joRCuQjCXOhyX0,Sahitha Poth Piyasa,"717 පී ද එස් කුලරත්න මාවත, Colombo 01000, Sri Lanka",0115 245 477,,http://sahitha-poth-piyasa.weebly.com/,4.7,7,"book_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJR0-Osn1a4joR5vDWKROPtig,Super Shine Gems,"62 Wijerama Road, Nugegoda 10250, Sri Lanka",077 354 4761,94773544761,http://www.supershinegems.com/,4.3,7,"jewelry_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJUW4XOn5a4joR1ksXSCMV3Z8,Crave 171,"171, Old Kottawa Rd, Maharagama 10280, Sri Lanka",0112 844 848,,http://www.171restaurant.com/,4.3,2650,"bakery, cafe, food, store, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJeRQDnHta4joRBBKagI5_L9Y,Vorandana,"Nugegoda, Sri Lanka",071 830 6341,94718306341,,4.7,6,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJkTBAcoda4joR10JljqTBgvE,Jayasiri Enterprises (Pvt) Ltd,"No 520 High Level Rd, Maharagama 10250, Sri Lanka",0112 801 216,,,4.2,50,"hardware_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ2QqlbYda4joR3_b9oVTM8vU,Arpico Tyre Centre - Navinna,"512 හයිලෙවල් පාර, Maharagama 10280, Sri Lanka",0112 802 420,,,4.1,37,"store, point_of_interest, car_repair, establishment",,2025-09-28 03:41:21
ChIJN81znoda4joRltJ76toxvKE,Hybrid Lanka Auto Parts (Pvt) Ltd,"475 Avissawella Rd, Nugegoda, Sri Lanka",077 772 6701,94777726701,https://www.facebook.com/HybridLankaAutoParts/,4.3,28,"store, point_of_interest, car_repair, establishment",,2025-09-28 03:41:21
ChIJzyKZm4da4joRNKENARrWuOI,Gunawardana Cushion House (Pvt) Ltd,"No: 485 High Level Rd, Nugegoda 10250, Sri Lanka",0112 802 045,,,4.1,120,"furniture_store, home_goods_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ5XJ5m4da4joR6P8Bqty7okA,New Tharusha Cushion & Accessories,"#489, High Level Road, Gangodawila, Wijerama, Nugegoda, Sri Lanka",077 728 4388,94777284388,,2,1,"furniture_store, home_goods_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJW0zjXyta4joRb0Dzr9dMZvw,Changami Korean Supplies Pvt Ltd,"06 Wijerama Mawatha, Nugegoda 10250, Sri Lanka",077 543 2399,94775432399,,3.5,24,"store, grocery_or_supermarket, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJY2VvxGZa4joRVLtnpEGAlLU,Sage Studioz,"51/D Jaya Rd, Nugegoda 10280, Sri Lanka",077 767 0630,94777670630,,4.9,119,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ2XOIv39a4joRykM8yf-3uas,Monster Fish Enthusiast,"VW59+F3F, Maharagama 10280, Sri Lanka",076 688 6442,94766886442,https://m.facebook.com/MonsterFishEnthusiasts/,4.6,77,"pet_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJi1NfjYBa4joRa18soDPpmrs,Solar Liberation (Pvt) Ltd,"22/26, Railway Ave, Maharagama 10280, Sri Lanka",076 628 8880,94766288880,,1,1,"electronics_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJI0zDTH1a4joRqdsC5wdtZlM,Api Singhe Motors (Pvt) Ltd,"No 640 A, Wijerama, Gangodawila, Nugegoda, Sri Lanka",077 711 1092,94777111092,,3.5,42,"store, point_of_interest, car_repair, establishment",,2025-09-28 03:41:21
ChIJbae0U4da4joRrh-CPyBJ7SQ,Maruichi (Pvt) Ltd,"669 Avissawella Rd, Nugegoda, Sri Lanka",0117 397 000,,http://www.maruichiauto.com/,3.6,60,"store, point_of_interest, car_repair, establishment",,2025-09-28 03:41:21
ChIJm0vOUmNa4joRLLzTxwSpk9g,Neon 2000 Pte. Ltd.,"86 Udahamulla Station Rd, Nugegoda, Sri Lanka",077 748 9200,94777489200,https://neon2000.net/,4.8,5,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJrfntZGNa4joR3odqCpW_vUI,Siyathra Advertising Services (Pvt) Ltd.,"143 Udahamulla Station Rd, Nugegoda 10250, Sri Lanka",071 850 8050,94718508050,,3,2,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJBemp3WJa4joR0KzXcCNg5WE,Supreme Motor House,"612 High Level Rd, Nugegoda 10250, Sri Lanka",0114 337 362,,https://www.facebook.com/SupremeMotorHouse/,3.9,855,"store, point_of_interest, car_repair, establishment",,2025-09-28 03:41:21
ChIJqZAFIGNa4joRxtkkGeua9ec,Chaminda Cushion Works (Pvt) Ltd,"Chaminda Cushion Works Pvt Ltd, 635 High Level Rd, නුගේගොඩ, Sri Lanka",071 990 3922,94719903922,https://www.facebook.com/chamindacushion/,4.6,12,"car_dealer, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJVzYAOoFa4joR0NqExu8lHGk,Toyota Lanka Maharagama,"No: 391/10 High Level Rd, Maharagama 10280, Sri Lanka",0112 804 845,,http://www.toyota.lk/,4.4,1145,"car_repair, point_of_interest, car_dealer, store, establishment",,2025-09-28 03:41:21
ChIJ3R4oQYBa4joRm24iM-PrVT0,Isivara Osu - Ayurvedic Pharmacy - Navinna,"VW49+73W, Maharagama 10280, Sri Lanka",0112 843 098,,,4.4,5,"pharmacy, health, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJjf__P4Fa4joRE6lh4buXjZ8,JustBookSalon,"No 89, Old Kottawa Road, Navinna, Maharagama 10280, Sri Lanka",0112 160 050,,,5,3,"point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJhW-eTIta4joRR4pCcdJMKWk,Flexport Factory,"Old Kesbewa Rd, Boralesgamuwa 10250, Sri Lanka",0115 555 556,,http://www.flexport.lk/,4.3,27,"point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJq6pqZF1a4joROsd778EAqHc,Chair Repair in Srilanka,"62 Udahamulla Station Rd, Nugegoda, Sri Lanka",071 711 2114,94717112114,http://www.officeneed.webs.com/,1,2,"food, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJey7FZGNa4joROyEB4d6YVpQ,Mohara Jewels,"Mohara Jewels #143 Udahamulla Station Road, Nugegoda 10250, Sri Lanka",072 730 0777,94727300777,,5,1,"jewelry_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJQdkb84Fa4joR8pEsHx3ktG0,Arpico Furniture - Maharagama,"No.310 High Level Rd, Maharagama 10115, Sri Lanka",0114 310 370,,http://www.arpicofurniture.com/,4.2,1745,"furniture_store, shopping_mall, home_goods_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJ-bExilpa4joRipOpy5IVdwI,Search Advanced Technology,"35A 1, 1 Sri Soratha Mawatha, Nugegoda 68000, Sri Lanka",0112 890 577,,http://www.searchadtech.com/,4.7,16,"electronics_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJizZJc4JQ4joRo8tI6fLHCKo,Deviitor,"46B Kumbukgaha Pokuna Rd, Nugegoda 10250, Sri Lanka",077 070 7945,94770707945,https://deviitor.com/,3.9,16,"point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJ3wO7zoFa4joRRuuIllB2y-c,A & B Graphics (Pvt) Ltd,"No. 65, Old Road Nawinna, Maharagama,Sri Lanka., Old Kottawa Rd, Maharagama 10280, Sri Lanka",0112 840 800,,,4.7,3,"point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJ-UcsxV5X4joRNTFiFAp-Yi8,Heritage Lanka Apparel (PVT) Ltd. | T Shirt Printing | Custom T Shirt,"105/1/1, Pathiragoda Road, Pamunuwa Rd, Maharagama 10280, Sri Lanka",077 375 0883,94773750883,https://www.facebook.com/heritagelankaapparel/,4.9,53,"clothing_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJPWoxsBFZ4joRnW8ZrI1mR5Y,Hatho Lanka Auto Parts (PVT)Ltd,"Delkanda, 553 High Level Rd, Nugegoda, Sri Lanka",077 753 4103,94777534103,,4.8,25,"car_repair, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJhYIEg2Na4joRsi-GhEuhUt0,NEO Graphics,"44 Udahamulla Station Rd, Nugegoda 10250, Sri Lanka",076 322 0250,94763220250,http://neo.lk/,4.2,93,"point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJn6KDTmZa4joRIOQOSV0l-Vc,Blue Ocean Aqua (pvt) Ltd.,"Pangiriwatta Rd, Nugegoda, Sri Lanka",076 862 7667,94768627667,https://blueoceanaqua.com/,4.4,59,"aquarium, pet_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJXWIRukRa4joRp8wu9uWQEu0,Magic Light,"15 1st Lane, Wanatha Rd, Nugegoda 10250, Sri Lanka",077 474 7096,94774747096,,3,451,"electronics_store, home_goods_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJG7uldHBa4joRxt3bvAX9Mhc,Redex,"VW95+6RC, Old Kottawa Rd, Nugegoda 10250, Sri Lanka",,,https://www.facebook.com/profile.php?id=100006929081681&fref=ts,4.5,2,"clothing_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJs2t6xGZa4joRPfG1CFVSdLg,Kethaka Cushion House (Pvt) Ltd,"VW63+HQW, Colombo - Batticaloa Hwy, Nugegoda, Sri Lanka",0115 920 508,,https://m.facebook.com/pg/ketakacushion,4.5,2,"store, car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJQcSJuF1a4joRtR46UWC2af0,Flexport Innovations,"127 Jambugasmulla Mawatha, Nugegoda 10250, Sri Lanka",0115 555 556,,https://flexport.lk/,4.1,35,"point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJRzkQX4ha4joRMTZNnhrc49Q,Cybergate Services (Pvt) Ltd,"61 Sri Soratha Mawatha, Nugegoda 10250, Sri Lanka",075 378 3783,94753783783,http://www.cybergate.lk/,4.6,105,"point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJyzjHGnBa4joRkpWU_INa4mk,Nithijaya Saree (pvt) Ltd,"260A Old Kottawa Rd, Nugegoda 10250, Sri Lanka",077 307 3831,94773073831,http://www.nithijayasaree.com/,4.4,423,"clothing_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJn6HCWIta4joRHQkqvrax-aw,The Vegan Kitchen By Sulo,"Old Kasbawa rd. Raththanapitiya, Boralesgamuwa, Sri Lanka",077 352 6201,94773526201,https://facebook.com/TVKBySulo,4.5,37,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJvaOMM5xa4joRFzSWEqXd30M,Nelum Kole - Maharagama,"739 Katuwawala Road, Maharagama 10280, Sri Lanka",0112 518 020,,https://m.facebook.com/nelumkole/,4.3,2166,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJDUb2n3BQ4joRmdEmHpY-EfA,Sinthao Chinese Restaurant,"The City Plaza Shopping Complex, 5/8 B94, මහරගම 10280, Sri Lanka",0114 000 794,,,3.9,107,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJwS45o2ta4joRffKuKZwDcOU,P&S (Perera & Sons) - Jubilee Post,"Jubilee Post Roundabout, Nugegoda, Sri Lanka",0114 321 698,,https://www.pereraandsons.com/,3.9,71,"bakery, restaurant, food, store, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJLQQOfpJa4joREhbymKgEphM,Pizza Hut - Boralesgamuwa,"102 Colombo - Horana Rd, Boralesgamuwa, Sri Lanka",0112 729 729,,https://www.pizzahut.lk/,4.3,2062,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJ_4qscmda4joRiGAJMr22SrY,Home Cooking Fast Foods,"293 High Level Rd, Nugegoda, Sri Lanka",077 306 3868,94773063868,,4.4,707,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJBajAtFha4joRFHucVPVgaNs,RAW Organic Handcrafted Juices,"382/9 NAS Silva Mawatha, Boralesgamuwa 10290, Sri Lanka",077 771 0229,94777710229,http://www.rawsrilanka.com/,4.7,35,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJvxDi_5ha4joR7WKjP1yb49Q,Rent A Car,"693 Sevana,Grama Sanwardhana Mw, Ambillawatta Rd, Boralesgamuwa 10290, Sri Lanka",077 063 6039,94770636039,,2.7,221,"plumber, electrician, car_rental, restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJXT9IPAxa4joRftdE5un5kGo,Pizza Hut Pitakotte,"241 Pitakotte - Talawatugoda Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",071 751 6303,94717516303,,5,1,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJY6m7129Q4joRcTnzg3_cofk,Jade Restaurant - Maharagama,"No.129 Avissawella Rd, Maharagama 10280, Sri Lanka",0112 845 124,,http://jade.lk/,4.1,331,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJK2ok129Q4joRXzftlgQcBjw,Pizza Hut - Maharagama,"133 Avissawella Rd, Maharagama 10280, Sri Lanka",0112 729 729,,https://www.pizzahut.lk/,4.4,1617,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJMcbc1W9Q4joRN_aVT1uWWVs,Domino's Pizza - Maharagama,"134/A/1 Avissawella Rd, Maharagama 10280, Sri Lanka",0117 777 888,,,4,1084,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJe5F1sW9Q4joR_UVj1x9urHs,Red Balloon Family Restaurant Express - Maharagama,"No. 175 High Level Rd, Maharagama 10280, Sri Lanka",0112 160 418,,https://www.facebook.com/RedballoonRestaurant/,4.1,672,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJ9RJ5YW5Q4joRej_LQfaVIe4,Hostel Dining Hall (NIE),"1st Floor, Building No. 11, National Institute of Education, P.O. Box 21, Highlevel Road, Building No 11, Maharagama 10280, Sri Lanka",0117 601 639,,https://www.nie.ac.lk/,5,1,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJORS_fOxa4joRsARzPC9kQsY,Magic Mushroom,"Boralesgamuwa, Sri Lanka",071 134 6722,94711346722,https://www.facebook.com/MagicMushroom.LK/,5,1,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJd8KYkURa4joRRCPaB6fVZjo,Pizza Hut - Nugegoda,"197 Avissawella Rd, Nugegoda, Sri Lanka",0112 729 729,,https://www.pizzahut.lk/,4.3,2910,"restaurant, meal_takeaway, meal_delivery, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJt9Py3S9b4joRV2JUzitgvz0,WOK HUB,"527c Old Kottawa Rd, Nugegoda 10250, Sri Lanka",,,,3,3,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJPbyMCg1b4joRNfDRSAJXx1g,Rashmi food center,"541 Old Kottawa Rd, Nugegoda 10280, Sri Lanka",,,,,,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJb9rVQoZb4joRr7fPZ1GwYpY,KottuStop,"523/A/4 Old Kottawa Rd, Nugegoda 10250, Sri Lanka",,,,3.9,35,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ_QMuoH5a4joRS4XcNUfqwsI,Mommy COOK,"Maharagama 10280, Sri Lanka",,,,,,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJAyGIUPJb4joRm5dZ6kgmJm8,Savinra,"VW57+MMJ, Nugegoda 10280, Sri Lanka",0112 846 869,,,3,12,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJdZau7KRb4joRQfFb-DPPBso,Dewumi Foods,"478 Old Kottawa Rd, Maharagama, Sri Lanka",075 281 7626,94752817626,,5,2,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ5QN4AO9b4joRYdCt--ekCV8,Sarungale Restaurant,"489 Old Kottawa Rd, Nugegoda 10250, Sri Lanka",070 673 3550,94706733550,,3.4,7,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJq78njUdb4joRL9ve0iLPrDM,"සාධාරන ආප්ප, ඉදිආප්ප කඩේ","243 Udahamulla Station Rd, Nugegoda, Sri Lanka",,,,3,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJp7T0Kx1b4joRcGtoXqmpT-0,Burger Kindom (The Food Station),"47 Wijerama Road, Nugegoda 10250, Sri Lanka",076 673 3751,94766733751,https://www.facebook.com/burgerkingdomfs?mibextid=ZbWKwL,,,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJNUgYXQBb4joRHIMGN20GX5U,SR food s,"228 Old Road, Maharagama 10280, Sri Lanka",,,,,,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJH6wZewBb4joRSyABu3remmI,The Heaven,"VW58+G44, Old Kottawa Rd, Nugegoda 10280, Sri Lanka",0114 966 464,,,5,2,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJUz6TdvZb4joRtQFa6TLGhvk,Naanstop,"198 Old Kottawa Rd, Maharagama 10280, Sri Lanka",075 423 7236,94754237236,,3.6,11,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJT-Rxx2Za4joRaDneLg8TeAo,Sun Shine Restaurant,"nawinna, Old Kottawa Rd, Maharagama 10280, Sri Lanka",075 180 9809,94751809809,,3.8,22,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJlRkYJFhb4joROvQc_2blCok,planet of foodie SL,"No.76, Sri devananda road , nawinna, nugegoda, jayawardena pura, Sri Jayawardenepura Kotte 10100, Sri Lanka",077 890 5665,94778905665,,1,1,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJAddzEwBb4joRAh1DZR3qAAs,Yummy Tummy,"87, 22 Suhada Mawatha, Nugegoda 10250, Sri Lanka",072 099 1770,94720991770,,5,1,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJncJmN35a4joRNFpRA6ZhldY,Lounge 171,"171 Old Kottawa Rd, Maharagama 10280, Sri Lanka",0112 099 532,,http://lounge171.com/,4.4,3385,"cafe, restaurant, food, store, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJ55-MMM5b4joRb4DZ2VGpLLY,miss_chefz_kitchen,"37/5 Wata Mawatha, Maharagama 10280, Sri Lanka",070 531 0717,94705310717,,5,21,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ-WtKW_Vb4joR-NGho8czJ8Q,171 Restaurant,"171 Old Kottawa Rd, Maharagama 10280, Sri Lanka",0112 844 848,,,4.4,28,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ4a8MLQBb4joRR9b6bqEucQc,BLOOMS RESTAURANT,"197/1 Old Kottawa Rd, Maharagama 10280, Sri Lanka",,,,4,4,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJd3uFbHhb4joR1zGJEs0Ash0,BJ KITCHEN,"VW58+5HF, Navinna Samagi Mawatha, Maharagama 10280, Sri Lanka",077 061 0288,94770610288,,5,1,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJrenAfwBb4joRMqkW3rrg6aw,I,"18 2nd Ln, Nugegoda 10280, Sri Lanka",,,,,,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ7U3lIxZb4joRCaZxV_curLw,Street Burger,"488 High Level Rd, Maharagama 10280, Sri Lanka",0112 199 599,,https://www.streetburger.lk/,4.8,698,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJEcSMdYda4joRjSyONoxBEpw,Nandana Food And Rest,"VW46+F93, Maharagama 10280, Sri Lanka",072 467 5675,94724675675,,3,2,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJUfbtMRhb4joRLp3Bllt8HLs,Udahamulla Bus Depot Cafeteria,"VW77+85J Udahamulla Bus Depot, 437 Old Kottawa Rd, Nugegoda, Sri Lanka",0112 834 228,,,3.2,18,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJK1A-zPtb4joRk9fCJDUTaBY,Premasiri Aiyage Kade,"VW47+635, Nugegoda 10280, Sri Lanka",,,,,,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ6TWp2TZb4joRWle-oN-wfAM,Chilli Point,"713/A, Wijerama Junction, Gangodawila, Nugegoda 10250, Sri Lanka",075 324 4951,94753244951,,4.4,7,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJySDxmfxb4joR0dCLlQ2QIjs,Wijerama Roast Chicken,"VW55+2H2 Junction, Nugegoda, Sri Lanka",077 777 7159,94777777159,,2.3,6,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ8bktg5tb4joR9u3TO-CPfrU,A&A Roasted Chicken Hut Navinna,"Nawinna, High Level Rd, Maharagama 10280, Sri Lanka",077 950 2860,94779502860,,4.7,14,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ4YzqAwBb4joRVnZOLNfehgA,Mr. Kottu & Cafe (Coffee Shop),"141 Old Kottawa Rd, Maharagama 10280, Sri Lanka",,,,3.6,7,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJNUGcoONb4joR-ibMJmYaV5g,F Day,"VW48+F87, Railway Ave, Maharagama 10280, Sri Lanka",,,,4.6,5,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJh5dpD_hb4joRIi1n5hTn-w8,SUB QUICK,"707 High Level Rd, Nugegoda, Sri Lanka",075 775 7732,94757757732,,4.1,7,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJKWZZ8Ypb4joRNeehABWQrnE,PILAWOOS HOTEL,"699 Avissawella Rd, Nugegoda, Sri Lanka",076 266 6253,94762666253,,2.4,117,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
